Vehicle_ID,EV_Type,State,City,Registration_Date,Daily_KM_Travelled,Battery_Capacity_kWh,Charging_Frequency_Per_Week
VH-00562,E-Cargo,Delhi,Noida,2023-05-19,,67.6,6.0
VH-01067,E-Cargo,Punjab,Patiala,2021-01-16,46.0,,7.0
VH-01139,4W-Electric,Delhi,Dwarka,2023-07-18,53.7,38.0,6.0
VH-00778,4W-Electric,Telangana,Karimnagar,2021-06-09,78.2,35.0,6.0
VH-00204,E-Bus,Uttar Pradesh,Lucknow,2024-11-11,56.1,201.8,4.0
VH-00445,E-Bus,Kerala,Kozhikode,2024-02-04,72.4,185.5,3.0
VH-00372,3W-Electric,Punjab,Chandigarh,2024-10-04,59.1,6.5,7.0
VH-00033,4W-Electric,Rajasthan,Jaipur,2023-06-10,24.8,45.8,3.0
VH-00906,E-Bus,Gujarat,Ahmedabad,2021-04-14,59.0,223.4,4.0
VH-00335,E-Bus,Karnataka,Bengaluru,2023-06-01,22.4,215.5,3.0
VH-00383,E-Bus,Gujarat,Vadodara,2022-02-02,59.7,217.8,4.0
VH-00740,E-Bus,Delhi,Dwarka,2021-09-30,53.7,239.6,7.0
VH-00812,3W-Electric,Madhya Pradesh,Jabalpur,2021-07-08,67.5,8.6,4.0
VH-00373,2W-Electric,Haryana,Yamunanagar,2024-08-16,52.0,2.9,7.0
VH-01147,E-Cargo,Haryana,Gurugram,2023-05-29,-1.7,71.0,3.0
VH-01176,3W-Electric,Telangana,Khammam,2023-11-27,58.8,6.8,2.0
VH-00004,3W-Electric,Maharashtra,Pune,2022-04-22,75.2,8.1,6.0
VH-00739,2W-Electric,Andhra Pradesh,Visakhapatnam,2022-10-04,41.2,2.2,4.0
VH-00643,2W-Electric,Uttar Pradesh,Kanpur,2021-12-09,,2.5,
VH-00430,2W-Electric,Maharashtra,Nagpur,2022-04-29,67.4,2.7,7.0
VH-00879,E-Cargo,West Bengal,Asansol,2022-04-28,46.5,50.7,5.0
VH-01180,E-Cargo,Uttar Pradesh,Varanasi,2021-01-10,28.0,71.4,4.0
VH-00446,2W-Electric,Kerala,Kochi,2022-09-26,60.7,2.6,5.0
VH-00042,4W-Electric,West Bengal,Howrah,2023-12-17,53.8,33.7,6.0
VH-00223,2W-Electric,Maharashtra,Solapur,2022-04-06,85.3,2.8,
VH-01112,3W-Electric,Tamil Nadu,Tiruchirappalli,2023-07-03,40.8,6.9,3.0
VH-00718,3W-Electric,Telangana,Nizamabad,2024-03-28,32.4,7.5,7.0
VH-00846,E-Cargo,Maharashtra,Solapur,2021-03-08,60.2,57.8,3.0
VH-00114,E-Cargo,Delhi,Noida,2021-01-01,56.0,65.8,4.0
VH-00049,2W-Electric,Maharashtra,Thane,2023-11-19,65.0,2.9,3.0
VH-00290,4W-Electric,Gujarat,Surat,2021-10-30,53.3,45.8,6.0
VH-00077,3W-Electric,West Bengal,Durgapur,2022-12-16,68.0,7.5,2.0
VH-00207,E-Cargo,Telangana,Karimnagar,2022-05-28,52.8,62.0,2.0
VH-01066,2W-Electric,Rajasthan,Ajmer,2021-07-16,73.0,2.6,3.0
VH-00124,2W-Electric,Gujarat,Surat,2021-08-07,37.9,2.0,5.0
VH-01045,4W-Electric,Haryana,Faridabad,2024-04-20,55.1,39.8,6.0
VH-00387,4W-Electric,Maharashtra,Kolhapur,2024-02-10,21.6,32.2,2.0
VH-00226,E-Bus,Uttar Pradesh,Kanpur,2024-02-03,,170.3,3.0
VH-00824,E-Cargo,Maharashtra,Thane,2022-03-25,32.9,51.6,2.0
VH-00633,3W-Electric,Tamil Nadu,Salem,2023-03-09,80.8,8.4,4.0
VH-01014,E-Bus,Tamil Nadu,Vellore,2021-08-08,51.6,213.5,4.0
VH-00222,3W-Electric,Punjab,Amritsar,2022-09-29,53.9,8.6,6.0
VH-01091,4W-Electric,Madhya Pradesh,Bhopal,2021-07-21,46.8,43.1,3.0
VH-01062,E-Bus,Madhya Pradesh,Gwalior,2021-08-21,18.5,171.1,5.0
VH-00618,3W-Electric,Maharashtra,Nashik,2024-11-18,36.7,8.5,6.0
VH-01170,E-Bus,Madhya Pradesh,Jabalpur,2021-01-22,55.3,197.1,3.0
VH-00696,4W-Electric,Tamil Nadu,Coimbatore,2023-07-13,30.3,42.7,6.0
VH-01140,3W-Electric,Kerala,Kochi,2023-02-14,94.6,7.2,5.0
VH-00162,3W-Electric,Madhya Pradesh,Jabalpur,2023-06-11,47.9,8.1,3.0
VH-00409,4W-Electric,Punjab,Ludhiana,2022-05-09,48.0,40.3,7.0
VH-00630,E-Bus,West Bengal,Asansol,2022-01-16,62.1,192.3,7.0
VH-00911,4W-Electric,Rajasthan,Jodhpur,2024-11-11,71.7,44.7,2.0
VH-00326,E-Cargo,Rajasthan,Ajmer,2021-06-23,79.9,60.8,2.0
VH-00810,E-Cargo,Madhya Pradesh,Bhopal,2024-04-15,76.5,60.2,4.0
VH-01150,3W-Electric,Delhi,Noida,2021-06-21,26.7,6.2,4.0
VH-00672,4W-Electric,Tamil Nadu,Madurai,2022-12-04,41.0,36.4,5.0
VH-00972,3W-Electric,West Bengal,Asansol,2024-11-10,55.7,8.5,5.0
VH-00647,2W-Electric,Tamil Nadu,Madurai,2023-03-22,68.6,2.6,4.0
VH-00668,E-Bus,Kerala,Thiruvananthapuram,2023-02-06,63.0,177.0,5.0
VH-00140,E-Cargo,West Bengal,Siliguri,2022-03-28,22.8,65.2,5.0
VH-00774,E-Cargo,Karnataka,Mysuru,2021-01-06,56.8,50.0,
VH-00698,E-Cargo,Gujarat,Rajkot,2023-11-02,93.9,65.5,7.0
VH-00573,E-Cargo,Delhi,New Delhi,2024-04-26,76.8,49.7,7.0
VH-00353,4W-Electric,Uttar Pradesh,Allahabad,2022-07-17,80.4,37.5,6.0
VH-01157,E-Bus,Kerala,Kozhikode,2022-02-22,80.5,170.9,5.0
VH-00166,3W-Electric,Delhi,Noida,2023-08-10,40.8,8.4,6.0
VH-00215,4W-Electric,Uttar Pradesh,Lucknow,2022-06-01,53.5,46.9,4.0
VH-00756,2W-Electric,Kerala,Kochi,2022-06-21,32.6,2.2,3.0
VH-00298,2W-Electric,Gujarat,Gandhinagar,2024-09-11,48.9,2.6,6.0
VH-00395,3W-Electric,Delhi,Noida,2024-12-15,74.4,8.3,5.0
VH-00132,E-Bus,Gujarat,Vadodara,2021-06-08,91.9,211.0,7.0
VH-00315,2W-Electric,Delhi,Rohini,2024-03-29,49.6,2.4,6.0
VH-00139,4W-Electric,Maharashtra,Thane,2023-03-10,61.4,34.5,5.0
VH-00885,4W-Electric,Tamil Nadu,Tiruchirappalli,2022-10-17,53.3,40.7,7.0
VH-00342,2W-Electric,Haryana,Panipat,2023-06-14,66.8,2.9,2.0
VH-00417,4W-Electric,Maharashtra,Nashik,2023-01-02,67.2,32.5,2.0
VH-00795,4W-Electric,Gujarat,Vadodara,2022-10-08,59.2,33.9,5.0
VH-00039,3W-Electric,Gujarat,Ahmedabad,2024-03-07,84.9,8.3,2.0
VH-00250,E-Cargo,Kerala,Thrissur,2024-10-31,64.8,56.3,3.0
VH-00712,E-Cargo,Punjab,Ludhiana,2022-12-20,66.6,65.0,6.0
VH-00054,2W-Electric,Telangana,Nizamabad,2024-10-11,47.6,2.4,7.0
VH-00137,E-Bus,Maharashtra,Nashik,2023-03-09,39.6,162.0,6.0
VH-00930,4W-Electric,Haryana,Faridabad,2024-12-31,81.1,37.7,3.0
VH-00947,3W-Electric,Punjab,Ludhiana,2024-06-12,69.5,8.6,5.0
VH-00036,3W-Electric,Kerala,Thiruvananthapuram,2023-02-05,37.0,7.9,3.0
VH-00769,4W-Electric,Rajasthan,Kota,2023-12-09,60.5,42.5,2.0
VH-00658,4W-Electric,Delhi,Dwarka,2024-09-10,23.3,34.0,3.0
VH-00379,3W-Electric,Kerala,Thrissur,2021-11-29,57.0,6.7,3.0
VH-00924,4W-Electric,Delhi,Faridabad,2022-07-22,59.5,46.2,4.0
VH-00579,2W-Electric,Punjab,Jalandhar,2024-02-26,22.3,2.5,5.0
VH-01099,4W-Electric,Madhya Pradesh,Jabalpur,2023-01-07,68.9,44.1,3.0
VH-00738,3W-Electric,Uttar Pradesh,Lucknow,2023-02-24,29.4,8.0,2.0
VH-00750,E-Bus,West Bengal,Howrah,2022-08-29,31.6,193.1,7.0
VH-00053,E-Bus,Karnataka,Shivamogga,2022-12-27,49.9,185.4,5.0
VH-00378,4W-Electric,West Bengal,Kolkata,2024-06-19,55.6,35.6,3.0
VH-01128,E-Bus,Andhra Pradesh,Visakhapatnam,2024-10-14,72.8,199.7,5.0
VH-00848,E-Bus,Kerala,Kochi,2021-10-16,16.3,207.0,4.0
VH-00303,E-Cargo,Delhi,Gurugram,2024-01-29,43.0,49.5,7.0
VH-00247,4W-Electric,Delhi,Rohini,2023-06-02,52.5,42.1,3.0
VH-01175,4W-Electric,Delhi,Noida,2024-10-03,50.2,34.0,5.0
VH-00426,E-Cargo,Andhra Pradesh,Guntur,2023-06-10,73.6,62.2,4.0
VH-01053,E-Bus,Haryana,Panipat,2024-03-18,24.2,208.2,6.0
VH-00029,E-Bus,Tamil Nadu,Vellore,2024-05-06,66.6,171.3,2.0
VH-00874,E-Bus,Maharashtra,Aurangabad,2023-08-11,42.9,180.8,4.0
VH-00914,3W-Electric,Gujarat,Bhavnagar,2022-07-06,44.7,8.7,7.0
VH-00245,E-Bus,Punjab,Ludhiana,2021-12-07,54.9,196.7,7.0
VH-00104,E-Cargo,Maharashtra,Pune,2023-06-09,74.5,48.6,4.0
VH-00277,2W-Electric,Madhya Pradesh,Jabalpur,2021-10-14,46.2,2.6,2.0
VH-00394,3W-Electric,Haryana,Panipat,2021-10-09,44.1,8.8,2.0
VH-00111,4W-Electric,Madhya Pradesh,Jabalpur,2023-04-05,67.6,47.0,7.0
VH-00791,E-Bus,Gujarat,Gandhinagar,2024-12-06,43.1,234.2,4.0
VH-00160,4W-Electric,Karnataka,Belagavi,2021-01-26,59.2,37.1,5.0
VH-00113,3W-Electric,Madhya Pradesh,Jabalpur,2024-06-14,521.516080442714,7.8,6.0
VH-00794,E-Bus,Kerala,Kochi,2024-09-18,58.0,,3.0
VH-00661,E-Cargo,West Bengal,Asansol,2021-03-17,58.2,65.0,4.0
VH-00900,E-Cargo,Andhra Pradesh,Tirupati,2024-08-15,40.3,69.8,2.0
VH-00771,E-Cargo,Uttar Pradesh,Varanasi,2023-01-08,31.2,49.6,2.0
VH-00330,2W-Electric,Gujarat,Gandhinagar,2022-12-08,63.0,2.9,5.0
VH-00263,2W-Electric,Punjab,Amritsar,2024-07-09,42.5,2.6,7.0
VH-00736,2W-Electric,West Bengal,Asansol,2021-01-17,60.9,2.1,7.0
VH-00134,3W-Electric,West Bengal,Kolkata,2021-11-05,63.8,7.0,3.0
VH-00638,E-Cargo,Karnataka,Hubli,2021-07-10,48.9,57.0,6.0
VH-00686,E-Cargo,Haryana,Ambala,2024-08-01,77.1,71.8,4.0
VH-00984,E-Bus,Delhi,Noida,2023-05-14,6.9,212.2,7.0
VH-00168,3W-Electric,Haryana,Panipat,2023-09-26,30.6,8.3,3.0
VH-01109,4W-Electric,Punjab,Patiala,2021-10-02,84.1,33.2,5.0
VH-00155,2W-Electric,Karnataka,Belagavi,2022-10-01,17.1,2.9,6.0
VH-00051,E-Cargo,Tamil Nadu,Vellore,2024-03-26,82.4,67.3,5.0
VH-00025,E-Cargo,Gujarat,Bhavnagar,2024-01-09,34.8,50.1,4.0
VH-01121,2W-Electric,Rajasthan,Ajmer,2023-11-25,98.7,2.5,4.0
VH-00444,2W-Electric,Punjab,Jalandhar,2023-01-10,16.4,2.8,6.0
VH-00997,3W-Electric,Maharashtra,Mumbai,2023-11-02,37.3,6.3,5.0
VH-00151,E-Cargo,Gujarat,Ahmedabad,2021-11-09,56.2,57.0,3.0
VH-00554,4W-Electric,Maharashtra,Solapur,2024-12-05,40.4,34.1,2.0
VH-00095,3W-Electric,Haryana,Faridabad,2023-04-25,70.4,7.0,2.0
VH-01074,E-Bus,Telangana,Nizamabad,2023-06-06,60.6,223.5,4.0
VH-00218,4W-Electric,Gujarat,Gandhinagar,2024-06-29,33.1,38.1,5.0
VH-00646,3W-Electric,Kerala,Kollam,2023-07-27,18.5,7.6,2.0
VH-00382,E-Bus,Delhi,Faridabad,2022-04-25,50.4,179.5,6.0
VH-00024,3W-Electric,Telangana,Nizamabad,2022-06-27,72.6,8.8,3.0
VH-00293,4W-Electric,Tamil Nadu,Chennai,2022-05-03,95.9,46.9,6.0
VH-00713,E-Cargo,Delhi,Gurugram,2021-12-11,33.6,48.9,4.0
VH-00174,3W-Electric,Gujarat,Rajkot,2022-09-20,72.1,6.0,7.0
VH-00101,4W-Electric,Delhi,New Delhi,2022-12-21,109.7,44.7,7.0
VH-00026,E-Bus,Andhra Pradesh,Kurnool,2024-04-10,23.3,181.7,5.0
VH-01010,E-Bus,Madhya Pradesh,Gwalior,2021-08-22,10.8,189.5,2.0
VH-00340,4W-Electric,Telangana,Nizamabad,2021-08-24,107.9,41.8,5.0
VH-00820,3W-Electric,Punjab,Patiala,2024-07-15,83.9,6.6,6.0
VH-01187,E-Bus,Delhi,New Delhi,2024-07-21,65.7,164.6,3.0
VH-00490,E-Cargo,Haryana,Yamunanagar,2023-10-01,69.3,68.1,7.0
VH-00830,4W-Electric,Rajasthan,Bikaner,2024-04-26,43.5,33.5,2.0
VH-00735,3W-Electric,Uttar Pradesh,Lucknow,2024-04-30,-2.8,6.9,3.0
VH-00901,3W-Electric,Gujarat,Rajkot,2023-04-14,35.5,7.6,7.0
VH-00701,3W-Electric,Kerala,Kochi,2022-08-22,35.2,6.5,2.0
VH-00355,2W-Electric,Uttar Pradesh,Varanasi,2021-04-27,32.5,2.2,4.0
VH-00817,4W-Electric,Maharashtra,Nashik,2023-10-19,80.8,33.6,5.0
VH-00751,E-Bus,Maharashtra,Nashik,2023-03-02,72.6,226.2,2.0
VH-01073,3W-Electric,Karnataka,Belagavi,2022-06-14,47.8,6.4,5.0
VH-00589,4W-Electric,West Bengal,Durgapur,2023-02-19,31.9,37.7,5.0
VH-00243,3W-Electric,Kerala,Kochi,2024-07-16,54.7,6.4,
VH-00169,4W-Electric,Rajasthan,Udaipur,2022-07-27,86.1,37.5,6.0
VH-00074,4W-Electric,Tamil Nadu,Vellore,2023-07-26,73.5,35.0,4.0
VH-00560,E-Cargo,Karnataka,Mysuru,2023-03-16,62.2,,6.0
VH-01097,E-Bus,Rajasthan,Udaipur,2021-12-12,65.3,219.0,2.0
VH-01186,2W-Electric,Uttar Pradesh,Meerut,2023-09-15,52.8,2.5,2.0
VH-00119,4W-Electric,Madhya Pradesh,Ujjain,2021-07-11,83.7,40.2,3.0
VH-00783,E-Cargo,Gujarat,Vadodara,2022-09-15,60.6,52.9,7.0
VH-00115,E-Bus,Delhi,Dwarka,2024-04-02,35.8,215.8,
VH-00521,E-Cargo,Maharashtra,Pune,2022-04-21,50.6,70.8,6.0
VH-00975,E-Cargo,Tamil Nadu,Chennai,2021-06-03,68.1,69.1,
VH-00006,E-Bus,Madhya Pradesh,Ujjain,2022-03-28,44.5,174.7,5.0
VH-00476,E-Cargo,Delhi,Noida,2024-09-01,,51.1,7.0
VH-00922,E-Cargo,West Bengal,Siliguri,2022-08-02,49.9,48.3,4.0
VH-00825,2W-Electric,Punjab,Chandigarh,2023-08-25,38.7,2.3,6.0
VH-00070,E-Cargo,Kerala,Thiruvananthapuram,2024-05-02,70.5,65.5,2.0
VH-00015,2W-Electric,Haryana,Faridabad,2023-02-18,43.0,2.1,4.0
VH-00284,2W-Electric,Gujarat,Vadodara,2024-11-05,42.5,2.2,4.0
VH-00870,E-Bus,Delhi,New Delhi,2021-08-25,32.4,192.9,4.0
VH-00370,3W-Electric,Andhra Pradesh,Tirupati,2024-05-03,1.8,7.3,7.0
VH-00079,4W-Electric,Haryana,Yamunanagar,2024-06-06,67.4,43.1,7.0
VH-01136,E-Bus,Kerala,Thrissur,2021-12-16,45.2,185.1,3.0
VH-00860,E-Cargo,Andhra Pradesh,Visakhapatnam,2021-07-10,70.6,51.8,
VH-00480,4W-Electric,West Bengal,Howrah,2024-02-08,29.9,36.2,4.0
VH-00517,E-Bus,Telangana,Karimnagar,2021-07-25,30.4,194.1,7.0
VH-01114,4W-Electric,Andhra Pradesh,Tirupati,2021-03-24,42.4,46.9,3.0
VH-00653,E-Bus,Telangana,Karimnagar,2023-01-18,37.6,198.9,2.0
VH-00055,2W-Electric,Madhya Pradesh,Bhopal,2023-04-05,1.9,2.8,7.0
VH-00468,E-Bus,Rajasthan,Jodhpur,2021-09-08,51.6,237.5,4.0
VH-00267,4W-Electric,Tamil Nadu,Tiruchirappalli,2023-12-24,35.6,40.2,6.0
VH-01077,4W-Electric,Andhra Pradesh,Visakhapatnam,2023-10-27,60.1,39.7,2.0
VH-01195,3W-Electric,Gujarat,Surat,2024-06-20,67.8,6.8,4.0
VH-00584,E-Cargo,Madhya Pradesh,Ujjain,2021-03-22,41.3,69.8,2.0
VH-00767,E-Cargo,Rajasthan,Ajmer,2022-06-15,53.2,54.1,3.0
VH-00515,3W-Electric,Kerala,Thiruvananthapuram,2021-04-14,21.0,8.0,7.0
VH-00538,4W-Electric,Karnataka,Mangaluru,2021-11-24,39.9,38.9,5.0
VH-00729,2W-Electric,Uttar Pradesh,Varanasi,2023-05-27,104.3,2.1,3.0
VH-00060,2W-Electric,West Bengal,Kolkata,2022-04-30,83.1,3.0,3.0
VH-00504,4W-Electric,Rajasthan,Bikaner,2024-06-03,26.2,46.9,5.0
VH-01110,2W-Electric,West Bengal,Siliguri,2023-03-24,55.1,2.7,4.0
VH-00167,4W-Electric,Kerala,Thrissur,2021-02-28,19.2,47.8,5.0
VH-00979,E-Bus,Punjab,Chandigarh,2021-08-26,97.1,231.4,2.0
VH-01007,4W-Electric,Madhya Pradesh,Jabalpur,2023-01-15,57.9,,2.0
VH-00332,2W-Electric,Madhya Pradesh,Gwalior,2022-03-28,46.1,2.1,5.0
VH-01125,4W-Electric,Karnataka,Belagavi,2022-03-10,59.7,45.2,3.0
VH-01023,E-Cargo,Madhya Pradesh,Ujjain,2022-10-22,15.8,61.9,6.0
VH-00248,E-Bus,Gujarat,Gandhinagar,2024-03-05,53.5,170.3,7.0
VH-00374,4W-Electric,Telangana,Khammam,2021-02-07,65.6,36.3,4.0
VH-00888,E-Cargo,Uttar Pradesh,Lucknow,2024-04-18,95.2,57.9,6.0
VH-00473,4W-Electric,Uttar Pradesh,Varanasi,2023-10-16,102.1,35.6,2.0
VH-00500,E-Bus,Punjab,Patiala,2021-05-08,28.0,203.2,
VH-00963,E-Bus,Karnataka,Mangaluru,2023-02-18,17.3,167.7,2.0
VH-00854,E-Bus,Uttar Pradesh,Allahabad,2021-12-07,51.1,227.4,5.0
VH-00637,E-Bus,West Bengal,Siliguri,2021-07-31,,191.1,2.0
VH-00617,E-Cargo,Madhya Pradesh,Gwalior,2021-07-15,65.9,68.8,6.0
VH-00564,3W-Electric,Tamil Nadu,Madurai,2021-08-20,74.0,8.5,2.0
VH-00136,E-Cargo,Telangana,Karimnagar,2023-08-13,21.6,49.9,5.0
VH-00308,2W-Electric,Telangana,Nizamabad,2022-10-03,56.8,2.2,5.0
VH-00561,3W-Electric,Tamil Nadu,Vellore,2021-01-08,43.4,8.1,2.0
VH-00845,3W-Electric,Andhra Pradesh,Guntur,2021-12-30,48.0,7.9,7.0
VH-00721,4W-Electric,Andhra Pradesh,Guntur,2023-07-21,46.2,35.3,5.0
VH-00567,2W-Electric,Uttar Pradesh,Meerut,2022-05-17,34.4,2.1,7.0
VH-00502,E-Cargo,Madhya Pradesh,Jabalpur,2023-02-11,47.0,61.0,4.0
VH-00981,4W-Electric,Madhya Pradesh,Indore,2023-01-03,34.7,41.5,5.0
VH-00235,E-Bus,Rajasthan,Bikaner,2024-12-15,84.8,170.7,5.0
VH-00627,4W-Electric,Haryana,Gurugram,2024-05-24,75.1,48.0,6.0
VH-01021,3W-Electric,Uttar Pradesh,Meerut,2024-11-17,21.1,6.0,6.0
VH-00431,E-Bus,Rajasthan,Udaipur,2024-03-07,45.9,215.4,2.0
VH-01104,2W-Electric,Andhra Pradesh,Visakhapatnam,2021-02-08,,2.1,6.0
VH-00884,E-Bus,Karnataka,Shivamogga,2022-02-18,58.0,216.6,7.0
VH-00192,E-Bus,Telangana,Nizamabad,2022-09-01,82.2,166.7,6.0
VH-00865,3W-Electric,Delhi,Rohini,2021-07-16,38.2,8.7,2.0
VH-00152,2W-Electric,Tamil Nadu,Salem,2024-03-01,102.0,2.9,3.0
VH-00692,E-Cargo,Andhra Pradesh,Vijayawada,2023-03-07,55.7,67.2,5.0
VH-00436,E-Cargo,West Bengal,Asansol,2021-08-30,50.7,71.3,4.0
VH-00837,3W-Electric,Maharashtra,Mumbai,2024-04-16,77.3,7.5,7.0
VH-00667,E-Cargo,Andhra Pradesh,Kurnool,2024-04-03,49.3,,7.0
VH-00257,E-Bus,Karnataka,Mysuru,2024-03-17,53.0,200.3,4.0
VH-00279,3W-Electric,Gujarat,Gandhinagar,2023-03-07,82.9,6.9,5.0
VH-01177,2W-Electric,Andhra Pradesh,Visakhapatnam,2024-01-31,74.6,2.0,4.0
VH-00185,E-Cargo,Karnataka,Bengaluru,2022-08-06,67.3,51.4,5.0
VH-00688,4W-Electric,Karnataka,Hubli,2023-07-27,44.3,41.3,6.0
VH-00542,4W-Electric,Andhra Pradesh,Kurnool,2023-05-02,74.9,39.3,7.0
VH-00639,E-Bus,Kerala,Kozhikode,2021-01-26,58.4,178.2,4.0
VH-00570,E-Cargo,Gujarat,Bhavnagar,2022-10-16,53.1,65.3,6.0
VH-00583,2W-Electric,Andhra Pradesh,Vijayawada,2022-07-04,63.0,2.7,5.0
VH-00384,E-Bus,Madhya Pradesh,Ujjain,2023-08-04,60.1,191.8,4.0
VH-00146,4W-Electric,Delhi,Noida,2022-03-10,92.4,33.6,5.0
VH-00337,4W-Electric,West Bengal,Siliguri,2021-05-28,58.4,34.9,5.0
VH-01143,E-Bus,Karnataka,Mysuru,2024-06-13,33.9,,6.0
VH-00534,2W-Electric,Rajasthan,Jodhpur,2022-06-19,61.5,2.0,5.0
VH-00216,E-Cargo,Karnataka,Mangaluru,2021-01-03,49.4,67.5,7.0
VH-01057,3W-Electric,Rajasthan,Jodhpur,2024-09-20,50.6,8.3,4.0
VH-00315,2W-Electric,Delhi,Rohini,2024-03-29,49.6,2.4,6.0
VH-00799,E-Bus,Uttar Pradesh,Agra,2021-09-05,71.8,233.5,6.0
VH-00986,3W-Electric,Andhra Pradesh,Visakhapatnam,2021-08-01,,7.5,5.0
VH-00743,3W-Electric,Gujarat,Bhavnagar,2023-04-24,61.0,6.9,6.0
VH-00197,E-Cargo,Telangana,Nizamabad,2023-08-21,80.4,49.4,4.0
VH-00191,E-Cargo,Kerala,Kollam,2022-04-08,41.7,71.7,6.0
VH-00779,E-Cargo,Rajasthan,Jaipur,2024-10-10,,52.2,2.0
VH-00496,E-Bus,West Bengal,Siliguri,2021-10-30,63.0,200.6,7.0
VH-00592,3W-Electric,Uttar Pradesh,Agra,2023-01-30,30.1,7.0,4.0
VH-00018,E-Cargo,Madhya Pradesh,Bhopal,2024-07-24,51.8,59.9,3.0
VH-00714,4W-Electric,Andhra Pradesh,Guntur,2024-03-18,37.2,37.8,4.0
VH-00381,3W-Electric,Telangana,Karimnagar,2023-06-29,48.0,8.0,6.0
VH-00028,2W-Electric,Karnataka,Bengaluru,2021-11-10,37.4,2.5,7.0
VH-00278,E-Bus,Maharashtra,Aurangabad,2021-08-26,86.6,170.2,2.0
VH-00790,4W-Electric,Tamil Nadu,Vellore,2021-07-10,62.2,37.4,2.0
VH-00632,2W-Electric,Punjab,Amritsar,2021-06-18,66.4,2.8,4.0
VH-00396,2W-Electric,Uttar Pradesh,Meerut,2021-06-12,,2.8,2.0
VH-00867,2W-Electric,Maharashtra,Thane,2023-05-26,44.5,2.4,2.0
VH-00229,4W-Electric,Punjab,Patiala,2021-01-06,38.4,41.9,4.0
VH-00863,4W-Electric,Maharashtra,Pune,2022-02-25,35.5,47.3,3.0
VH-00321,4W-Electric,Andhra Pradesh,Guntur,2022-12-20,72.8,38.1,2.0
VH-00682,2W-Electric,Telangana,Nizamabad,2024-12-14,21.3,2.5,3.0
VH-00148,E-Bus,Delhi,New Delhi,2021-02-09,52.9,194.7,7.0
VH-00798,2W-Electric,Karnataka,Mysuru,2021-12-03,60.3,2.8,5.0
VH-00727,2W-Electric,Madhya Pradesh,Bhopal,2021-07-23,56.0,2.3,7.0
VH-01024,E-Cargo,Telangana,Nizamabad,2024-11-19,69.7,65.5,3.0
VH-00239,3W-Electric,Tamil Nadu,Salem,2021-06-03,59.0,8.7,5.0
VH-00495,E-Cargo,Andhra Pradesh,Visakhapatnam,2023-09-11,63.4,51.9,3.0
VH-00599,3W-Electric,Punjab,Chandigarh,2021-10-14,71.9,6.5,7.0
VH-00896,2W-Electric,Andhra Pradesh,Vijayawada,2023-09-01,56.9,2.9,4.0
VH-00450,3W-Electric,West Bengal,Durgapur,2024-02-04,41.3,7.2,7.0
VH-01078,4W-Electric,Delhi,Faridabad,2024-05-27,75.9,,2.0
VH-01013,2W-Electric,Andhra Pradesh,Visakhapatnam,2021-12-03,65.2,2.1,5.0
VH-00107,2W-Electric,Maharashtra,Solapur,2023-12-01,46.0,3.0,6.0
VH-00351,E-Cargo,Madhya Pradesh,Ujjain,2022-10-24,,56.0,7.0
VH-00524,2W-Electric,Haryana,Panipat,2021-01-19,88.2,2.3,4.0
VH-00651,4W-Electric,Tamil Nadu,Salem,2022-08-20,51.2,33.0,7.0
VH-00390,2W-Electric,Tamil Nadu,Salem,2022-03-31,38.7,2.4,5.0
VH-00449,E-Bus,Madhya Pradesh,Bhopal,2023-08-13,79.5,239.8,7.0
VH-00094,E-Cargo,Haryana,Ambala,2021-11-13,35.9,53.7,3.0
VH-00260,E-Cargo,Punjab,Ludhiana,2023-10-15,42.6,66.0,4.0
VH-00555,2W-Electric,West Bengal,Kolkata,2023-08-25,74.8,2.6,2.0
VH-00676,4W-Electric,Karnataka,Bengaluru,2024-08-20,30.2,34.7,2.0
VH-01145,E-Cargo,Tamil Nadu,Tiruchirappalli,2021-01-03,46.2,66.8,7.0
VH-00171,3W-Electric,Gujarat,Ahmedabad,2023-04-13,55.2,6.3,5.0
VH-00255,E-Bus,Delhi,Faridabad,2024-11-14,26.3,169.7,4.0
VH-00732,3W-Electric,Rajasthan,Bikaner,2021-04-17,56.3,6.4,5.0
VH-00960,E-Bus,Madhya Pradesh,Bhopal,2024-08-04,44.5,182.5,4.0
VH-00603,3W-Electric,Gujarat,Ahmedabad,2021-01-19,48.5,6.6,3.0
VH-00253,4W-Electric,Maharashtra,Kolhapur,2024-10-19,38.7,35.1,6.0
VH-00307,E-Bus,Uttar Pradesh,Kanpur,2022-11-26,58.4,187.9,5.0
VH-00548,E-Bus,Haryana,Yamunanagar,2021-08-27,43.6,168.4,7.0
VH-00416,E-Cargo,West Bengal,Asansol,2023-08-28,58.6,53.2,4.0
VH-01182,4W-Electric,Karnataka,Belagavi,2022-11-28,68.5,39.3,2.0
VH-01027,4W-Electric,Andhra Pradesh,Kurnool,2024-12-07,36.1,42.8,6.0
VH-00429,E-Cargo,Maharashtra,Nagpur,2024-10-20,71.3,69.0,5.0
VH-00187,2W-Electric,Delhi,Noida,2021-05-14,46.3,2.1,5.0
VH-00852,2W-Electric,Gujarat,Surat,2022-12-19,70.4,2.5,4.0
VH-00816,4W-Electric,Tamil Nadu,Madurai,2023-07-03,36.5,47.9,3.0
VH-00909,E-Bus,Gujarat,Vadodara,2024-05-01,30.6,233.2,5.0
