Vehicle_ID,EV_Type,State,City,Registration_Date,Daily_KM_Travelled,Battery_Capacity_kWh,Charging_Frequency_Per_Week,EV_Category,Registration_Year
VH-00841,E-Bus,Andhra Pradesh,Tirupati,22-08-2024,58.2,186.3,4,Commercial - Bus,2024
VH-00438,E-Bus,Delhi,Faridabad,14-02-2022,53.4,227.6,2,Commercial - Bus,2022
VH-00412,E-Bus,Tamil Nadu,Vellore,25-11-2024,39,188.5,5,Commercial - Bus,2024
VH-00231,E-Bus,Uttar Pradesh,Kanpur,09-01-2024,58.2,201.6,5,Commercial - Bus,2024
VH-00328,E-Bus,Karnataka,Hubli,17-09-2024,58.2,184.9,2,Commercial - Bus,2024
VH-00983,E-Bus,Tamil Nadu,Chennai,31-03-2023,49.9,168.3,5,Commercial - Bus,2023
VH-01159,E-Bus,West Bengal,Siliguri,04-06-2022,86,211.6,4,Commercial - Bus,2022
VH-01123,E-Bus,Haryana,Panipat,15-09-2023,32.9,165.7,6,Commercial - Bus,2023
VH-00757,E-Bus,Maharashtra,Mumbai,04-11-2023,35.1,161,4,Commercial - Bus,2023
VH-00071,E-Bus,Kerala,Kochi,08-09-2024,83.1,189.4,6,Commercial - Bus,2024
VH-00147,E-Bus,Rajasthan,Udaipur,24-07-2022,29.1,199.3,5,Commercial - Bus,2022
VH-00432,E-Bus,Kerala,Thiruvananthapuram,30-01-2023,67.7,199.2,4,Commercial - Bus,2023
VH-00822,E-Bus,Uttar Pradesh,Meerut,06-12-2022,84.1,160.4,6,Commercial - Bus,2022
VH-00130,E-Bus,Haryana,Ambala,15-06-2022,29.6,166.8,3,Commercial - Bus,2022
VH-00159,E-Bus,Rajasthan,Ajmer,16-09-2024,45.3,236.9,4,Commercial - Bus,2024
VH-01184,E-Bus,Delhi,Faridabad,12-02-2023,51.4,178.3,6,Commercial - Bus,2023
VH-00574,E-Bus,Tamil Nadu,Vellore,13-02-2024,52.8,218.2,5,Commercial - Bus,2024
VH-00105,E-Bus,Andhra Pradesh,Guntur,26-05-2024,52.5,211.6,6,Commercial - Bus,2024
VH-01153,E-Bus,West Bengal,Kolkata,02-09-2024,47.6,177,3,Commercial - Bus,2024
VH-00551,E-Bus,West Bengal,Asansol,29-02-2024,37.5,204.8,2,Commercial - Bus,2024
VH-00764,E-Bus,Telangana,Hyderabad,07-06-2024,59.1,236.4,6,Commercial - Bus,2024
VH-00214,E-Bus,Uttar Pradesh,Agra,01-02-2024,84.5,193.5,2,Commercial - Bus,2024
VH-00061,E-Bus,Telangana,Nizamabad,14-03-2022,54.6,237,5,Commercial - Bus,2022
VH-01120,E-Bus,Kerala,Thiruvananthapuram,31-08-2024,61.7,231.1,5,Commercial - Bus,2024
VH-00324,E-Bus,West Bengal,Howrah,10-05-2023,66.4,186.8,5,Commercial - Bus,2023
VH-00509,E-Bus,Madhya Pradesh,Ujjain,20-03-2023,45.4,187.7,4,Commercial - Bus,2023
VH-00316,E-Bus,Gujarat,Surat,05-04-2022,74,225.3,2,Commercial - Bus,2022
VH-00281,E-Bus,Andhra Pradesh,Vijayawada,03-09-2024,55.6,188.5,2,Commercial - Bus,2024
VH-00172,E-Bus,West Bengal,Howrah,15-08-2024,73.6,226.1,7,Commercial - Bus,2024
VH-00156,E-Bus,Madhya Pradesh,Jabalpur,11-02-2022,80.6,211.5,2,Commercial - Bus,2022
VH-01008,E-Bus,Haryana,Faridabad,11-11-2022,42.7,214.9,6,Commercial - Bus,2022
VH-00329,E-Bus,Uttar Pradesh,Meerut,29-04-2023,85.2,179.9,4,Commercial - Bus,2023
VH-00419,E-Bus,Telangana,Nizamabad,03-03-2023,21.2,199.7,4,Commercial - Bus,2023
VH-00420,E-Bus,Tamil Nadu,Salem,23-01-2023,74.7,221.7,6,Commercial - Bus,2023
VH-00242,E-Bus,Telangana,Karimnagar,14-01-2024,61.6,236,2,Commercial - Bus,2024
VH-00575,E-Bus,Maharashtra,Thane,11-12-2023,17.7,219.4,4,Commercial - Bus,2023
VH-00679,E-Bus,Uttar Pradesh,Kanpur,13-07-2024,79.5,161.9,3,Commercial - Bus,2024
VH-00964,E-Bus,West Bengal,Durgapur,08-12-2024,49.1,207.9,3,Commercial - Bus,2024
VH-00568,E-Bus,Maharashtra,Solapur,25-04-2022,44.4,223.2,6,Commercial - Bus,2022
VH-00252,E-Bus,Madhya Pradesh,Gwalior,07-06-2022,48.6,173.8,7,Commercial - Bus,2022
VH-00814,E-Bus,Kerala,Thrissur,14-10-2023,64.6,196.9,2,Commercial - Bus,2023
VH-00758,E-Bus,Madhya Pradesh,Ujjain,18-05-2023,54.4,203.8,7,Commercial - Bus,2023
VH-00596,E-Bus,Rajasthan,Jodhpur,12-03-2024,60.1,226.3,3,Commercial - Bus,2024
VH-00789,E-Bus,West Bengal,Howrah,05-10-2023,37.9,224.9,2,Commercial - Bus,2023
VH-01156,E-Bus,Haryana,Yamunanagar,02-03-2024,87,183.6,4,Commercial - Bus,2024
VH-00784,E-Bus,Kerala,Thiruvananthapuram,25-01-2023,36.5,222,6,Commercial - Bus,2023
VH-00523,E-Bus,Maharashtra,Solapur,17-01-2022,30.5,193.6,7,Commercial - Bus,2022
VH-00296,E-Bus,Andhra Pradesh,Visakhapatnam,08-07-2023,35,194,4,Commercial - Bus,2023
VH-01101,E-Bus,Rajasthan,Udaipur,04-02-2024,39.7,227.7,2,Commercial - Bus,2024
VH-00819,E-Bus,Telangana,Warangal,13-02-2022,69.4,204.4,7,Commercial - Bus,2022
VH-00931,E-Bus,Madhya Pradesh,Ujjain,07-10-2024,45,199.5,4,Commercial - Bus,2024
VH-00461,E-Bus,Kerala,Kochi,08-07-2024,58.2,235.6,6,Commercial - Bus,2024
VH-01151,E-Bus,Kerala,Kollam,12-06-2022,79.7,221.4,3,Commercial - Bus,2022
VH-00210,E-Bus,Uttar Pradesh,Meerut,24-07-2022,27.9,188.3,3,Commercial - Bus,2022
VH-00742,E-Bus,Maharashtra,Nagpur,21-12-2022,46.8,169.7,7,Commercial - Bus,2022
VH-00512,E-Bus,Delhi,Faridabad,15-03-2022,44.5,162,3,Commercial - Bus,2022
VH-00844,E-Bus,Haryana,Faridabad,21-09-2022,66.5,193.7,7,Commercial - Bus,2022
VH-00878,E-Bus,West Bengal,Kolkata,07-12-2023,62,188,5,Commercial - Bus,2023
VH-00527,E-Bus,Tamil Nadu,Tiruchirappalli,13-07-2022,56.5,177,3,Commercial - Bus,2022
VH-00318,E-Bus,Kerala,Thiruvananthapuram,23-02-2024,10.4,184.1,6,Commercial - Bus,2024
VH-01092,E-Bus,Andhra Pradesh,Kurnool,09-11-2022,40.1,188.7,4,Commercial - Bus,2022
VH-01042,E-Bus,Andhra Pradesh,Visakhapatnam,05-03-2023,31.3,208.5,5,Commercial - Bus,2023
VH-00011,E-Bus,Punjab,Ludhiana,04-01-2024,42.4,196.5,2,Commercial - Bus,2024
VH-00175,E-Bus,Kerala,Kozhikode,08-02-2024,49.6,232.4,6,Commercial - Bus,2024
VH-00995,E-Bus,Andhra Pradesh,Vijayawada,10-12-2022,62.5,201,4,Commercial - Bus,2022
VH-00276,E-Bus,Madhya Pradesh,Bhopal,06-12-2024,54.9,203,4,Commercial - Bus,2024
VH-00164,E-Bus,Punjab,Jalandhar,12-06-2023,66.6,224.3,7,Commercial - Bus,2023
VH-00918,E-Bus,Andhra Pradesh,Guntur,11-02-2023,59.8,200.4,4,Commercial - Bus,2023
VH-00295,E-Bus,Tamil Nadu,Vellore,14-12-2023,43.7,221.6,2,Commercial - Bus,2023
VH-01148,E-Bus,Punjab,Jalandhar,19-12-2022,55.3,196.6,6,Commercial - Bus,2022
VH-00217,E-Bus,Haryana,Yamunanagar,27-04-2023,60.9,239,2,Commercial - Bus,2023
VH-00945,E-Bus,Maharashtra,Mumbai,15-07-2022,75.6,184.4,3,Commercial - Bus,2022
VH-01117,E-Bus,West Bengal,Durgapur,20-08-2023,56.6,178.1,5,Commercial - Bus,2023
VH-00629,E-Bus,Delhi,Noida,13-04-2022,66.3,205.4,4,Commercial - Bus,2022
VH-01158,E-Bus,West Bengal,Siliguri,02-01-2022,71.2,68.8,4,Commercial - Bus,2022
VH-00519,E-Bus,Telangana,Nizamabad,25-08-2024,77.4,215.5,3,Commercial - Bus,2024
VH-00204,E-Bus,Uttar Pradesh,Lucknow,11-11-2024,56.1,201.8,4,Commercial - Bus,2024
VH-00445,E-Bus,Kerala,Kozhikode,04-02-2024,72.4,185.5,3,Commercial - Bus,2024
VH-00335,E-Bus,Karnataka,Bengaluru,01-06-2023,22.4,215.5,3,Commercial - Bus,2023
VH-00383,E-Bus,Gujarat,Vadodara,02-02-2022,59.7,217.8,4,Commercial - Bus,2022
VH-00226,E-Bus,Uttar Pradesh,Kanpur,03-02-2024,58.2,170.3,3,Commercial - Bus,2024
VH-00630,E-Bus,West Bengal,Asansol,16-01-2022,62.1,192.3,7,Commercial - Bus,2022
VH-00668,E-Bus,Kerala,Thiruvananthapuram,06-02-2023,63,177,5,Commercial - Bus,2023
VH-01157,E-Bus,Kerala,Kozhikode,22-02-2022,80.5,170.9,5,Commercial - Bus,2022
VH-00137,E-Bus,Maharashtra,Nashik,09-03-2023,39.6,162,6,Commercial - Bus,2023
VH-00750,E-Bus,West Bengal,Howrah,29-08-2022,31.6,193.1,7,Commercial - Bus,2022
VH-00053,E-Bus,Karnataka,Shivamogga,27-12-2022,49.9,185.4,5,Commercial - Bus,2022
VH-01128,E-Bus,Andhra Pradesh,Visakhapatnam,14-10-2024,72.8,199.7,5,Commercial - Bus,2024
VH-01053,E-Bus,Haryana,Panipat,18-03-2024,24.2,208.2,6,Commercial - Bus,2024
VH-00029,E-Bus,Tamil Nadu,Vellore,06-05-2024,66.6,171.3,2,Commercial - Bus,2024
VH-00874,E-Bus,Maharashtra,Aurangabad,11-08-2023,42.9,180.8,4,Commercial - Bus,2023
VH-00791,E-Bus,Gujarat,Gandhinagar,06-12-2024,43.1,234.2,4,Commercial - Bus,2024
VH-00794,E-Bus,Kerala,Kochi,18-09-2024,58,68.8,3,Commercial - Bus,2024
VH-00984,E-Bus,Delhi,Noida,14-05-2023,6.9,212.2,7,Commercial - Bus,2023
VH-01074,E-Bus,Telangana,Nizamabad,06-06-2023,60.6,223.5,4,Commercial - Bus,2023
VH-00382,E-Bus,Delhi,Faridabad,25-04-2022,50.4,179.5,6,Commercial - Bus,2022
VH-00026,E-Bus,Andhra Pradesh,Kurnool,10-04-2024,23.3,181.7,5,Commercial - Bus,2024
VH-01187,E-Bus,Delhi,New Delhi,21-07-2024,65.7,164.6,3,Commercial - Bus,2024
VH-00751,E-Bus,Maharashtra,Nashik,02-03-2023,72.6,226.2,2,Commercial - Bus,2023
VH-00115,E-Bus,Delhi,Dwarka,02-04-2024,35.8,215.8,6,Commercial - Bus,2024
VH-00006,E-Bus,Madhya Pradesh,Ujjain,28-03-2022,44.5,174.7,5,Commercial - Bus,2022
VH-00653,E-Bus,Telangana,Karimnagar,18-01-2023,37.6,198.9,2,Commercial - Bus,2023
VH-00248,E-Bus,Gujarat,Gandhinagar,05-03-2024,53.5,170.3,7,Commercial - Bus,2024
VH-00963,E-Bus,Karnataka,Mangaluru,18-02-2023,17.3,167.7,2,Commercial - Bus,2023
VH-00235,E-Bus,Rajasthan,Bikaner,15-12-2024,84.8,170.7,5,Commercial - Bus,2024
VH-00431,E-Bus,Rajasthan,Udaipur,07-03-2024,45.9,215.4,2,Commercial - Bus,2024
VH-00884,E-Bus,Karnataka,Shivamogga,18-02-2022,58,216.6,7,Commercial - Bus,2022
VH-00192,E-Bus,Telangana,Nizamabad,01-09-2022,82.2,166.7,6,Commercial - Bus,2022
VH-00257,E-Bus,Karnataka,Mysuru,17-03-2024,53,200.3,4,Commercial - Bus,2024
VH-00384,E-Bus,Madhya Pradesh,Ujjain,04-08-2023,60.1,191.8,4,Commercial - Bus,2023
VH-01143,E-Bus,Karnataka,Mysuru,13-06-2024,33.9,68.8,6,Commercial - Bus,2024
VH-00449,E-Bus,Madhya Pradesh,Bhopal,13-08-2023,79.5,239.8,7,Commercial - Bus,2023
VH-00255,E-Bus,Delhi,Faridabad,14-11-2024,26.3,169.7,4,Commercial - Bus,2024
VH-00960,E-Bus,Madhya Pradesh,Bhopal,04-08-2024,44.5,182.5,4,Commercial - Bus,2024
VH-00307,E-Bus,Uttar Pradesh,Kanpur,26-11-2022,58.4,187.9,5,Commercial - Bus,2022
VH-00909,E-Bus,Gujarat,Vadodara,01-05-2024,30.6,233.2,5,Commercial - Bus,2024
VH-00989,E-Bus,Maharashtra,Nagpur,27-09-2023,58.2,197.8,2,Commercial - Bus,2023
VH-00270,E-Bus,Tamil Nadu,Coimbatore,16-02-2024,36.9,190.2,4,Commercial - Bus,2024
VH-00969,E-Bus,Punjab,Ludhiana,11-02-2022,69.7,231.4,6,Commercial - Bus,2022
VH-00877,E-Bus,Punjab,Patiala,22-04-2024,56.6,197.1,3,Commercial - Bus,2024
VH-00823,E-Bus,West Bengal,Durgapur,08-07-2022,26,220.9,3,Commercial - Bus,2022
VH-00804,E-Bus,Gujarat,Vadodara,18-11-2023,55.6,235,2,Commercial - Bus,2023
VH-00612,E-Bus,Rajasthan,Kota,03-03-2024,113.8,213.3,3,Commercial - Bus,2024
VH-00800,E-Bus,Rajasthan,Jodhpur,24-09-2022,38.7,196.8,3,Commercial - Bus,2022
VH-00145,E-Bus,Telangana,Warangal,08-01-2022,50.3,161.2,2,Commercial - Bus,2022
VH-00699,E-Bus,Uttar Pradesh,Varanasi,02-05-2023,56.9,197.2,7,Commercial - Bus,2023
VH-00737,E-Bus,Rajasthan,Jaipur,22-11-2024,65.8,211.3,3,Commercial - Bus,2024
VH-00948,E-Bus,Madhya Pradesh,Jabalpur,29-05-2023,68.3,213.2,5,Commercial - Bus,2023
VH-00724,E-Bus,Telangana,Warangal,10-03-2022,67,184.4,5,Commercial - Bus,2022
VH-00754,E-Bus,Haryana,Yamunanagar,19-01-2023,54.7,180.8,6,Commercial - Bus,2023
VH-00254,E-Bus,Tamil Nadu,Chennai,09-12-2022,43.8,167.1,6,Commercial - Bus,2022
VH-00498,E-Bus,Gujarat,Ahmedabad,05-10-2022,25.2,238.5,5,Commercial - Bus,2022
VH-00088,E-Bus,Uttar Pradesh,Meerut,23-02-2024,79.3,166.7,2,Commercial - Bus,2024
VH-01154,E-Bus,Andhra Pradesh,Guntur,12-01-2023,97.1,230.4,2,Commercial - Bus,2023
VH-00141,E-Bus,Gujarat,Vadodara,22-09-2023,62.5,212.8,6,Commercial - Bus,2023
VH-00899,E-Bus,Delhi,Faridabad,20-10-2022,53.8,238.8,4,Commercial - Bus,2022
VH-00116,E-Bus,Madhya Pradesh,Gwalior,24-06-2023,82.6,183.5,5,Commercial - Bus,2023
VH-00719,E-Bus,Delhi,Faridabad,08-02-2023,60,233.6,5,Commercial - Bus,2023
VH-01079,E-Bus,Delhi,Noida,21-03-2023,67.8,182.9,7,Commercial - Bus,2023
VH-00123,E-Bus,Kerala,Thiruvananthapuram,10-10-2023,58.3,190,5,Commercial - Bus,2023
VH-00050,E-Bus,Delhi,Faridabad,15-03-2022,78.2,229.7,6,Commercial - Bus,2022
VH-00648,E-Bus,Haryana,Yamunanagar,06-11-2022,66.5,217.4,5,Commercial - Bus,2022
VH-00605,E-Bus,Madhya Pradesh,Ujjain,12-09-2024,52.4,202.5,5,Commercial - Bus,2024
VH-00044,E-Bus,Andhra Pradesh,Guntur,07-10-2024,75.8,200.7,7,Commercial - Bus,2024
VH-00636,E-Bus,Karnataka,Mysuru,09-07-2023,22.1,215.6,6,Commercial - Bus,2023
VH-00988,E-Bus,Tamil Nadu,Tiruchirappalli,05-01-2023,51.3,188.9,6,Commercial - Bus,2023
VH-00821,E-Bus,Punjab,Ludhiana,31-12-2024,60.6,188.4,4,Commercial - Bus,2024
VH-01018,E-Bus,Kerala,Kochi,26-07-2023,70.2,229.9,7,Commercial - Bus,2023
VH-01081,E-Bus,Tamil Nadu,Vellore,23-01-2024,109.3,200.9,7,Commercial - Bus,2024
VH-00839,E-Bus,Rajasthan,Bikaner,15-04-2024,-0.5,223.1,2,Commercial - Bus,2024
VH-00122,E-Bus,Haryana,Gurugram,29-04-2023,58.5,187,7,Commercial - Bus,2023
VH-00052,E-Bus,Gujarat,Rajkot,25-01-2022,58.5,231.7,2,Commercial - Bus,2022
VH-00680,E-Bus,Tamil Nadu,Vellore,22-03-2023,87.5,68.8,2,Commercial - Bus,2023
VH-00832,E-Bus,Kerala,Thiruvananthapuram,16-01-2024,49.1,165.2,4,Commercial - Bus,2024
VH-01100,E-Bus,Madhya Pradesh,Gwalior,06-08-2023,78.6,221.3,5,Commercial - Bus,2023
VH-00300,E-Bus,Haryana,Ambala,06-11-2024,60.4,198.5,2,Commercial - Bus,2024
VH-00857,E-Bus,Gujarat,Surat,31-05-2021,59.1,170.7,2,Commercial - Bus,2021
VH-00491,E-Bus,Kerala,Kozhikode,04-02-2021,75.2,215.8,4,Commercial - Bus,2021
VH-00062,E-Bus,Maharashtra,Nagpur,05-01-2021,21.5,184.1,5,Commercial - Bus,2021
VH-00912,E-Bus,Delhi,New Delhi,12-04-2021,46.4,232.5,3,Commercial - Bus,2021
VH-00882,E-Bus,Tamil Nadu,Chennai,21-12-2021,108.3,169.2,3,Commercial - Bus,2021
VH-00236,E-Bus,Telangana,Warangal,17-03-2021,72.6,177,3,Commercial - Bus,2021
VH-00400,E-Bus,Telangana,Khammam,09-05-2021,57,181.8,2,Commercial - Bus,2021
VH-00923,E-Bus,Madhya Pradesh,Bhopal,11-05-2021,90.9,204.8,4,Commercial - Bus,2021
VH-00967,E-Bus,Kerala,Thiruvananthapuram,03-08-2021,63.6,232.2,6,Commercial - Bus,2021
VH-00793,E-Bus,West Bengal,Howrah,03-06-2021,66.6,195.2,6,Commercial - Bus,2021
VH-00264,E-Bus,Maharashtra,Aurangabad,10-03-2021,11.2,219.8,4,Commercial - Bus,2021
VH-00602,E-Bus,Punjab,Ludhiana,09-10-2021,81,229.5,7,Commercial - Bus,2021
VH-00615,E-Bus,Telangana,Khammam,25-04-2021,60.5,237.6,7,Commercial - Bus,2021
VH-00266,E-Bus,Rajasthan,Bikaner,26-12-2021,35.2,231.6,3,Commercial - Bus,2021
VH-00659,E-Bus,Andhra Pradesh,Tirupati,01-06-2021,35.6,174.5,5,Commercial - Bus,2021
VH-00894,E-Bus,Tamil Nadu,Madurai,22-10-2021,44.8,186.4,6,Commercial - Bus,2021
VH-00286,E-Bus,Gujarat,Ahmedabad,07-07-2021,44.1,231.7,7,Commercial - Bus,2021
VH-00576,E-Bus,Andhra Pradesh,Tirupati,02-11-2021,37,189.7,4,Commercial - Bus,2021
VH-00142,E-Bus,Telangana,Karimnagar,05-12-2021,88,208.9,5,Commercial - Bus,2021
VH-00558,E-Bus,Haryana,Ambala,14-06-2021,39,216.5,7,Commercial - Bus,2021
VH-01002,E-Bus,Punjab,Patiala,30-06-2021,41.9,191.6,5,Commercial - Bus,2021
VH-00782,E-Bus,Karnataka,Belagavi,17-01-2021,81.2,190.6,4,Commercial - Bus,2021
VH-01124,E-Bus,Maharashtra,Nagpur,06-12-2021,70.6,217.1,3,Commercial - Bus,2021
VH-00129,E-Bus,Haryana,Yamunanagar,22-11-2021,66,221.6,7,Commercial - Bus,2021
VH-00657,E-Bus,Haryana,Ambala,13-10-2021,42.9,217.3,7,Commercial - Bus,2021
VH-00591,E-Bus,West Bengal,Asansol,21-07-2021,71.1,237.6,7,Commercial - Bus,2021
VH-00398,E-Bus,Kerala,Kollam,16-08-2021,68.4,180.6,4,Commercial - Bus,2021
VH-00941,E-Bus,West Bengal,Durgapur,21-04-2021,47,214.9,3,Commercial - Bus,2021
VH-00352,E-Bus,Rajasthan,Jodhpur,20-05-2021,8.6,233.6,5,Commercial - Bus,2021
VH-00622,E-Bus,Tamil Nadu,Vellore,07-06-2021,58.2,234.5,4,Commercial - Bus,2021
VH-00403,E-Bus,Tamil Nadu,Madurai,04-01-2021,45.6,212.1,6,Commercial - Bus,2021
VH-00541,E-Bus,Gujarat,Surat,10-11-2021,42.3,181.5,5,Commercial - Bus,2021
VH-00813,E-Bus,Karnataka,Bengaluru,14-04-2021,42.6,210.9,3,Commercial - Bus,2021
VH-00598,E-Bus,Andhra Pradesh,Tirupati,11-12-2021,27.2,216.5,7,Commercial - Bus,2021
VH-00439,E-Bus,Tamil Nadu,Chennai,20-12-2021,26.9,185.5,7,Commercial - Bus,2021
VH-01160,E-Bus,Kerala,Kozhikode,10-10-2021,39.8,175.9,7,Commercial - Bus,2021
VH-00301,E-Bus,Uttar Pradesh,Allahabad,31-05-2021,52,202.6,2,Commercial - Bus,2021
VH-00906,E-Bus,Gujarat,Ahmedabad,14-04-2021,59,223.4,4,Commercial - Bus,2021
VH-00740,E-Bus,Delhi,Dwarka,30-09-2021,53.7,239.6,7,Commercial - Bus,2021
VH-01014,E-Bus,Tamil Nadu,Vellore,08-08-2021,51.6,213.5,4,Commercial - Bus,2021
VH-01062,E-Bus,Madhya Pradesh,Gwalior,21-08-2021,18.5,171.1,5,Commercial - Bus,2021
VH-01170,E-Bus,Madhya Pradesh,Jabalpur,22-01-2021,55.3,197.1,3,Commercial - Bus,2021
VH-00132,E-Bus,Gujarat,Vadodara,08-06-2021,91.9,211,7,Commercial - Bus,2021
VH-00848,E-Bus,Kerala,Kochi,16-10-2021,16.3,207,4,Commercial - Bus,2021
VH-00245,E-Bus,Punjab,Ludhiana,07-12-2021,54.9,196.7,7,Commercial - Bus,2021
VH-01010,E-Bus,Madhya Pradesh,Gwalior,22-08-2021,10.8,189.5,2,Commercial - Bus,2021
VH-01097,E-Bus,Rajasthan,Udaipur,12-12-2021,65.3,219,2,Commercial - Bus,2021
VH-00870,E-Bus,Delhi,New Delhi,25-08-2021,32.4,192.9,4,Commercial - Bus,2021
VH-01136,E-Bus,Kerala,Thrissur,16-12-2021,45.2,185.1,3,Commercial - Bus,2021
VH-00517,E-Bus,Telangana,Karimnagar,25-07-2021,30.4,194.1,7,Commercial - Bus,2021
VH-00468,E-Bus,Rajasthan,Jodhpur,08-09-2021,51.6,237.5,4,Commercial - Bus,2021
VH-00979,E-Bus,Punjab,Chandigarh,26-08-2021,97.1,231.4,2,Commercial - Bus,2021
VH-00500,E-Bus,Punjab,Patiala,08-05-2021,28,203.2,2,Commercial - Bus,2021
VH-00854,E-Bus,Uttar Pradesh,Allahabad,07-12-2021,51.1,227.4,5,Commercial - Bus,2021
VH-00637,E-Bus,West Bengal,Siliguri,31-07-2021,58.2,191.1,2,Commercial - Bus,2021
VH-00639,E-Bus,Kerala,Kozhikode,26-01-2021,58.4,178.2,4,Commercial - Bus,2021
VH-00799,E-Bus,Uttar Pradesh,Agra,05-09-2021,71.8,233.5,6,Commercial - Bus,2021
VH-00496,E-Bus,West Bengal,Siliguri,30-10-2021,63,200.6,7,Commercial - Bus,2021
VH-00278,E-Bus,Maharashtra,Aurangabad,26-08-2021,86.6,170.2,2,Commercial - Bus,2021
VH-00148,E-Bus,Delhi,New Delhi,09-02-2021,52.9,194.7,7,Commercial - Bus,2021
VH-00548,E-Bus,Haryana,Yamunanagar,27-08-2021,43.6,168.4,7,Commercial - Bus,2021
VH-00700,E-Bus,Haryana,Ambala,09-12-2021,41.4,236.6,2,Commercial - Bus,2021
VH-01142,E-Bus,Haryana,Yamunanagar,03-11-2021,38.7,213.3,6,Commercial - Bus,2021
VH-00938,E-Bus,Haryana,Gurugram,20-04-2021,79.5,238.3,7,Commercial - Bus,2021
VH-00238,E-Bus,Karnataka,Belagavi,01-02-2021,83.9,195,7,Commercial - Bus,2021
VH-00211,E-Bus,Kerala,Thrissur,06-07-2021,16.7,206.7,5,Commercial - Bus,2021
VH-00338,E-Bus,Haryana,Gurugram,08-02-2021,71.7,68.8,5,Commercial - Bus,2021
VH-00040,E-Bus,Karnataka,Shivamogga,22-05-2021,61.8,199.5,6,Commercial - Bus,2021
VH-00064,E-Bus,Andhra Pradesh,Kurnool,14-11-2021,46.3,200.2,3,Commercial - Bus,2021
VH-00391,E-Bus,Rajasthan,Jaipur,20-04-2021,70.1,207.2,5,Commercial - Bus,2021
VH-00755,E-Bus,Madhya Pradesh,Indore,30-05-2021,57.2,220.8,2,Commercial - Bus,2021
VH-00421,E-Bus,Delhi,New Delhi,11-06-2021,58.6,168.5,5,Commercial - Bus,2021
VH-00479,E-Bus,Rajasthan,Jaipur,15-04-2021,20,167,6,Commercial - Bus,2021
VH-00851,E-Bus,Madhya Pradesh,Gwalior,24-01-2021,44.4,161.9,4,Commercial - Bus,2021
VH-00407,E-Bus,Maharashtra,Solapur,31-03-2021,51.8,174,7,Commercial - Bus,2021
VH-00886,2W-Electric,Punjab,Ludhiana,06-03-2023,38.4,2.5,6,Two Wheeler,2023
VH-00399,2W-Electric,Gujarat,Vadodara,08-04-2021,29.2,2.1,3,Two Wheeler,2021
VH-00954,2W-Electric,Tamil Nadu,Chennai,03-09-2022,53.7,2.1,4,Two Wheeler,2022
VH-00048,2W-Electric,Maharashtra,Pune,14-04-2022,46.5,2.2,2,Two Wheeler,2022
VH-00978,2W-Electric,Karnataka,Mysuru,19-08-2022,48,2.6,4,Two Wheeler,2022
VH-01039,2W-Electric,Rajasthan,Kota,15-06-2024,26.7,2.6,7,Two Wheeler,2024
VH-00951,2W-Electric,Gujarat,Ahmedabad,07-07-2024,20.9,2.1,7,Two Wheeler,2024
VH-00415,2W-Electric,Maharashtra,Nashik,09-10-2022,56.9,2.7,4,Two Wheeler,2022
VH-00609,2W-Electric,Telangana,Warangal,17-07-2021,57.8,3,6,Two Wheeler,2021
VH-00271,2W-Electric,Karnataka,Mangaluru,26-06-2022,33.8,2,6,Two Wheeler,2022
VH-00908,2W-Electric,West Bengal,Asansol,27-10-2024,65.7,2.4,2,Two Wheeler,2024
VH-00670,2W-Electric,Tamil Nadu,Madurai,16-09-2023,58.2,2.9,2,Two Wheeler,2023
VH-00269,2W-Electric,Andhra Pradesh,Guntur,18-08-2023,38.8,2.5,2,Two Wheeler,2023
VH-01084,2W-Electric,Tamil Nadu,Chennai,11-01-2021,48.3,2.8,6,Two Wheeler,2021
VH-00356,2W-Electric,Haryana,Panipat,13-08-2024,52,2.2,2,Two Wheeler,2024
VH-00621,2W-Electric,Tamil Nadu,Madurai,01-03-2022,46,2.9,6,Two Wheeler,2022
VH-00525,2W-Electric,Kerala,Kollam,18-11-2022,73,3,4,Two Wheeler,2022
VH-00452,2W-Electric,Haryana,Gurugram,28-11-2023,61.3,3,3,Two Wheeler,2023
VH-00915,2W-Electric,Telangana,Khammam,29-10-2024,51,2.7,2,Two Wheeler,2024
VH-00320,2W-Electric,Haryana,Panipat,05-01-2022,55.3,2.9,4,Two Wheeler,2022
VH-00787,2W-Electric,Rajasthan,Bikaner,18-11-2022,84.1,2.8,3,Two Wheeler,2022
VH-01144,2W-Electric,Maharashtra,Pune,15-09-2023,76.2,2.1,7,Two Wheeler,2023
VH-00850,2W-Electric,Tamil Nadu,Vellore,22-12-2024,31.5,2,7,Two Wheeler,2024
VH-00059,2W-Electric,Punjab,Patiala,14-04-2021,36.1,2.5,7,Two Wheeler,2021
VH-00616,2W-Electric,Maharashtra,Nagpur,21-10-2023,42,68.8,5,Two Wheeler,2023
VH-00634,2W-Electric,Rajasthan,Jaipur,11-01-2021,49.8,2.1,4,Two Wheeler,2021
VH-00319,2W-Electric,Kerala,Kollam,01-06-2024,23.4,2.7,7,Two Wheeler,2024
VH-01116,2W-Electric,Rajasthan,Jodhpur,01-10-2024,67.7,2.5,3,Two Wheeler,2024
VH-00889,2W-Electric,Punjab,Jalandhar,29-04-2023,40.8,2.7,3,Two Wheeler,2023
