Session_ID,Station_ID,Session_Date,Energy_Consumed_kWh,Charging_Duration_Mins,Revenue_INR,Peak_Hour_Flag,User_Rating
SES-000238,ST-0132,2024-12-14,27.03,27.0,486.6,No,3.5
SES-000237,ST-0230,2023-01-10,2.31,42.0,21.23,Yes,4.2
SES-000427,ST-0182,2023-02-15,107.13,42.9,2710.32,Yes,4.5
SES-000949,ST-0069,2024-04-29,3.66,66.5,33.66,Yes,3.5
SES-001485,ST-0272,2023-08-16,49.83,49.8,896.92,No,4.6
SES-000582,ST-0101,2023-08-14,48.07,48.1,865.33,No,3.3
SES-001290,ST-0284,2023-08-31,82.84,33.1,1822.51,No,4.9
SES-000176,ST-0230,2024-09-12,2.35,42.7,,No,3.4
SES-001134,ST-0117,2023-09-06,1.79,32.6,14.35,No,3.3
SES-001378,ST-0177,2024-11-25,90.03,36.0,1980.7,No,4.3
SES-000955,ST-0279,2024-11-29,3.01,54.8,24.1,No,4.4
SES-000457,ST-0289,2023-06-27,6.55,17.9,78.59,No,3.9
SES-000799,ST-0275,2024-06-05,49.84,49.8,1031.74,Yes,3.9
SES-001318,ST-0287,2023-06-11,19.69,53.7,236.26,No,3.3
SES-001496,ST-0139,2024-05-23,14.39,39.3,172.72,No,4.0
SES-001457,ST-0248,2023-01-08,1.59,28.9,14.63,Yes,4.6
SES-000318,ST-0229,2023-07-08,14.23,38.8,196.33,Yes,3.5
SES-001221,ST-0178,2023-04-11,2.86,52.0,22.86,No,3.1
SES-000964,ST-0212,2024-04-21,115.07,46.0,2531.47,No,3.0
SES-000672,ST-0220,2023-05-27,10.77,29.4,129.29,No,3.8
SES-000995,ST-0126,2023-05-09,8.14,22.2,97.65,No,4.8
SES-000153,ST-0230,2023-03-21,2.38,43.3,21.92,Yes,4.4
SES-000559,ST-0004,2023-12-05,89.69,35.9,1973.09,No,4.8
SES-000968,ST-0079,2024-05-12,39.35,39.4,708.37,No,4.8
SES-001373,ST-0294,2023-12-23,20.04,20.0,414.89,Yes,3.3
SES-001451,ST-0177,2023-02-16,81.94,32.8,1802.66,No,3.5
SES-000956,ST-0237,2023-09-27,1.23,22.4,9.86,No,4.8
SES-001278,ST-0173,2023-12-27,88.99,35.6,1957.83,No,4.9
SES-001371,ST-0247,2024-11-06,1.34,24.4,10.74,No,4.5
SES-000753,ST-0006,2023-12-17,5.97,16.3,82.39,Yes,3.7
SES-000769,ST-0061,2024-03-13,5.81,15.8,80.13,Yes,4.8
SES-001355,ST-0295,2023-10-27,43.06,,774.99,No,3.0
SES-000575,ST-0233,2023-03-31,80.3,32.1,2031.56,Yes,3.3
SES-001500,ST-0117,2024-12-28,2.21,40.3,17.71,No,4.8
SES-000265,ST-0273,2024-02-21,14.99,40.9,179.85,No,3.1
SES-000292,ST-0201,2024-09-26,1.54,27.9,12.28,No,3.1
SES-001297,ST-0177,2024-01-22,110.7,44.3,2435.42,No,4.4
SES-000600,ST-0089,2023-11-20,1.75,31.9,14.02,No,4.5
SES-000984,ST-0115,2024-03-05,22.0,22.0,455.39,Yes,3.6
SES-000155,ST-0125,2024-02-09,40.48,40.5,728.63,No,3.9
SES-001364,ST-0269,2024-04-09,1.78,32.3,14.23,No,3.2
SES-000023,ST-0259,2024-03-09,22.5,22.5,404.93,No,4.8
SES-000844,ST-0288,2023-06-17,10.02,27.3,120.24,No,3.4
SES-001420,ST-0054,2023-08-18,9.31,25.4,111.71,No,4.0
SES-001421,ST-0048,2024-08-11,79.11,31.6,1740.42,No,4.1
SES-000867,ST-0098,2024-05-04,2.47,44.8,19.73,No,3.8
SES-001384,ST-0190,2023-09-13,40.92,40.9,847.08,Yes,3.5
SES-001440,ST-0264,2023-07-22,14.1,,169.17,No,3.3
SES-001238,ST-0034,2023-10-28,11.25,30.7,134.99,No,3.7
SES-000259,ST-0051,2023-10-08,87.71,35.1,1929.64,No,4.7
SES-000228,ST-0288,2023-04-02,13.5,36.8,186.36,Yes,3.1
SES-000317,ST-0070,2023-12-06,15.41,42.0,212.7,Yes,3.4
SES-001047,ST-0063,2024-11-06,114.13,45.7,2510.78,No,4.3
SES-000108,ST-0119,2024-03-01,1.25,22.8,10.01,No,3.7
SES-001385,ST-0059,2024-08-07,3.34,60.7,30.72,Yes,4.2
SES-001159,ST-0027,2023-04-22,10.37,28.3,124.38,No,3.9
SES-000428,ST-0130,2024-10-16,14.51,39.6,200.24,Yes,3.2
SES-000086,ST-0209,2024-05-20,17.56,47.9,210.72,No,3.9
SES-000878,ST-0053,2024-12-11,13.63,37.2,163.5,No,3.1
SES-000846,ST-0080,2024-12-09,99.57,39.8,2519.13,Yes,3.0
SES-001480,ST-0154,2023-10-30,14.68,40.0,176.12,No,3.3
SES-000593,ST-0163,2023-11-17,3.16,57.4,25.25,No,4.9
SES-000611,ST-0153,2023-02-23,3.44,62.5,27.48,No,4.6
SES-001497,ST-0300,2024-10-12,15.2,41.5,209.81,Yes,4.9
SES-000525,ST-0036,2023-04-05,18.28,49.8,252.22,Yes,3.1
SES-000031,ST-0106,2023-05-11,107.08,42.8,2709.13,Yes,4.9
SES-000011,ST-0300,2023-02-26,10.12,27.6,139.69,Yes,5.0
SES-000942,ST-0044,2023-01-16,6.83,18.6,94.26,Yes,3.8
SES-000439,ST-0298,2023-01-12,103.66,41.5,2280.43,No,3.5
SES-000343,ST-0258,2024-02-02,94.04,37.6,2379.12,Yes,3.2
SES-000711,ST-0122,2024-02-20,109.58,43.8,2410.85,No,4.8
SES-001176,ST-0029,2023-01-10,12.23,33.4,146.81,No,3.5
SES-000459,ST-0036,2024-04-14,17.57,47.9,210.79,No,3.1
SES-000840,ST-0259,2024-10-04,28.19,28.2,583.55,Yes,3.3
SES-000670,ST-0286,2023-06-17,24.51,24.5,441.12,No,3.3
SES-001126,ST-0206,2023-05-03,13.2,36.0,158.36,No,3.7
SES-000126,ST-0262,2023-10-14,17.19,46.9,237.18,Yes,3.6
SES-000258,ST-0207,2023-08-22,6.96,19.0,83.53,No,4.6
SES-001191,ST-0005,2023-08-14,16.53,45.1,198.38,No,3.4
SES-001258,ST-0276,2024-07-13,1.92,34.8,15.33,No,4.0
SES-000314,ST-0270,2023-02-13,1.62,29.5,12.99,No,4.1
SES-001242,ST-0069,2023-03-28,1.17,21.2,9.33,No,4.9
SES-001059,ST-0292,2023-07-02,2.43,44.3,22.39,Yes,5.0
SES-000005,ST-0289,2023-06-07,12.78,34.9,153.35,No,3.3
SES-001062,ST-0041,2024-09-06,40.13,40.1,722.39,No,4.5
SES-000199,ST-0012,2023-10-20,1.12,20.3,8.93,No,4.8
SES-000629,ST-0021,2023-04-09,102.9,41.2,2263.88,No,4.1
SES-000410,ST-0202,2024-02-13,18.39,50.1,220.66,No,4.4
SES-001253,ST-0194,2023-05-04,25.71,25.7,462.7,No,3.9
SES-000717,ST-0239,2023-06-29,10.63,29.0,127.59,No,4.6
SES-001319,ST-0043,2024-08-12,58.49,23.4,1479.74,Yes,4.8
SES-000175,ST-0254,2024-01-22,25.76,25.8,463.68,No,3.5
SES-001274,ST-0046,2023-06-12,19.02,51.9,262.51,Yes,3.6
SES-001080,ST-0009,2024-09-13,45.7,45.7,822.57,No,3.2
SES-000470,ST-0035,2023-01-19,3.19,58.0,29.37,Yes,3.2
SES-000203,ST-0227,2023-03-01,24.09,24.1,498.61,Yes,3.5
SES-000953,ST-0144,2024-09-26,2.09,38.0,16.73,No,4.6
SES-000596,ST-0152,2024-03-09,53.36,21.3,1173.99,No,3.4
SES-000632,ST-0296,2023-06-02,9.37,25.6,112.46,No,4.7
SES-000178,ST-0069,2024-11-14,1.48,27.0,11.87,No,4.0
SES-000276,ST-0148,2023-01-25,13.22,36.0,158.61,No,3.1
SES-000889,ST-0289,2023-03-17,13.41,36.6,,No,4.0
SES-000413,ST-0113,2023-10-22,46.06,46.1,828.99,No,3.9
SES-000014,ST-0282,2024-02-13,3.46,62.9,31.85,Yes,4.0
SES-000484,ST-0256,2024-11-11,16.29,44.4,224.86,Yes,4.8
SES-001459,ST-0001,2023-06-30,47.07,18.8,1190.88,Yes,4.7
SES-001448,ST-0078,2024-07-24,89.97,36.0,1979.36,No,3.3
SES-000476,ST-0206,2023-10-31,14.93,40.7,179.15,No,3.1
SES-001268,ST-0211,2024-03-11,31.62,31.6,569.12,No,3.1
SES-000539,ST-0072,2024-12-21,6.8,18.5,81.59,No,3.8
SES-000616,ST-0071,2024-02-05,56.51,22.6,1243.16,No,3.3
SES-000978,ST-0072,2023-03-12,11.35,30.9,156.57,Yes,4.7
SES-000118,ST-0055,2024-06-13,48.67,48.7,875.98,No,3.1
SES-000537,ST-0225,2024-11-01,,17.4,76.48,No,3.9
SES-001121,ST-0089,2024-12-05,1.96,35.6,15.64,No,3.3
SES-001122,ST-0143,2023-02-14,33.03,33.0,683.72,Yes,3.7
SES-000642,ST-0190,2023-04-07,37.46,37.5,674.27,No,3.7
SES-000603,ST-0005,2023-05-30,14.61,39.8,175.27,No,4.8
SES-001202,ST-0133,2024-09-19,1.32,24.0,10.58,No,4.9
SES-001181,ST-0013,2023-06-21,43.54,17.4,957.87,No,4.1
SES-000881,ST-0271,2023-05-17,24.69,24.7,444.41,No,4.4
SES-000164,ST-0092,2024-02-23,13.37,36.5,160.4,No,4.9
SES-000112,ST-0136,2023-09-09,18.42,50.2,221.01,No,3.5
SES-000345,ST-0211,2024-12-30,33.39,33.4,691.13,Yes,3.2
SES-001182,ST-0005,2023-04-13,,19.0,83.49,No,5.0
SES-001069,ST-0232,2023-05-10,15.4,42.0,184.83,No,4.4
SES-000483,ST-0216,2023-07-30,41.21,41.2,853.11,Yes,3.5
SES-001324,ST-0135,2024-03-07,5.62,15.3,77.51,Yes,4.9
SES-000954,ST-0024,2024-06-08,47.67,47.7,858.06,No,4.5
SES-000131,ST-0060,2023-11-05,1.6,29.2,12.83,No,3.6
SES-001285,ST-0284,2024-08-17,58.13,23.3,1278.9,No,4.4
SES-001292,ST-0101,2024-03-06,32.98,33.0,593.64,No,4.1
SES-000339,ST-0157,2023-02-24,49.72,49.7,1029.16,Yes,4.3
SES-000887,ST-0202,2023-01-27,9.28,25.3,111.42,No,3.2
SES-001063,ST-0039,2024-06-18,27.96,28.0,578.77,Yes,3.1
SES-000073,ST-0225,2023-04-30,6.82,18.6,81.86,No,3.9
SES-000515,ST-0283,2024-03-22,43.27,17.3,1094.76,Yes,3.2
SES-001229,ST-0151,2024-06-23,38.13,38.1,789.23,Yes,3.6
SES-000516,ST-0118,2023-12-23,17.23,47.0,206.8,No,4.3
SES-001214,ST-0100,2023-05-22,2.35,42.6,21.58,Yes,3.2
SES-000379,ST-0131,2024-12-15,104.94,42.0,2308.62,No,4.5
SES-000013,ST-0028,2023-09-19,1.01,18.3,9.25,Yes,3.7
SES-000448,ST-0026,2024-03-07,3.31,60.3,30.5,Yes,4.8
SES-000967,ST-0144,2023-11-21,2.32,42.2,21.35,Yes,4.3
SES-000209,ST-0178,2023-10-03,2.83,51.5,22.67,No,4.3
SES-000304,ST-0079,2023-01-09,32.82,32.8,679.43,Yes,3.6
SES-000577,ST-0020,2024-04-01,45.26,45.3,936.86,Yes,3.1
SES-000621,ST-0170,2024-12-27,2.29,41.7,,No,3.3
SES-001302,ST-0257,2023-07-16,26.93,26.9,484.72,No,4.2
SES-001060,ST-0214,2023-02-02,5.67,15.5,67.99,No,3.3
SES-000566,ST-0131,2024-10-15,58.86,23.5,1489.16,Yes,3.7
SES-001372,ST-0203,2024-11-07,20.08,20.1,361.38,No,3.4
SES-000694,ST-0235,2024-12-31,18.62,50.8,223.43,No,4.1
SES-001141,ST-0062,2024-05-31,12.48,34.0,149.82,No,3.5
SES-001282,ST-0041,2024-04-28,43.35,43.3,780.26,No,4.4
SES-000645,ST-0012,2024-12-31,2.94,,27.02,Yes,4.2
SES-000883,ST-0136,2023-05-23,11.33,30.9,135.96,No,3.1
SES-000341,ST-0169,2023-08-03,44.27,17.7,973.89,No,4.7
SES-001331,ST-0183,2024-05-05,12.6,34.4,151.19,No,3.6
SES-000347,ST-0033,2024-08-18,117.04,46.8,2574.8,No,4.3
SES-001429,ST-0102,2023-04-29,18.55,50.6,222.56,No,3.2
SES-001316,ST-0216,2023-10-24,46.52,46.5,962.94,Yes,4.2
SES-000305,ST-0291,2024-11-25,2.28,41.5,18.25,No,3.5
SES-000037,ST-0299,2023-12-30,3.47,63.0,27.73,No,4.4
SES-000812,ST-0212,2024-10-26,79.6,31.8,2013.76,Yes,4.6
SES-000043,ST-0126,2023-09-29,6.91,18.9,82.97,No,3.3
SES-000932,ST-0127,2023-08-26,41.76,16.7,918.79,No,3.1
SES-000395,ST-0196,2024-12-06,3.65,66.4,33.6,Yes,3.8
SES-000879,ST-0045,2023-08-29,50.11,20.0,1102.37,No,4.0
SES-001396,ST-0269,2023-10-10,2.49,45.3,22.92,Yes,4.7
SES-001215,ST-0250,2024-05-29,41.54,41.5,747.67,No,3.7
SES-000734,ST-0245,2024-05-14,90.26,36.1,2283.56,Yes,4.2
SES-000460,ST-0045,2023-10-13,45.65,18.3,1155.04,Yes,4.1
SES-000708,ST-0196,2023-01-11,2.94,53.5,23.52,No,4.9
SES-000424,ST-0196,2024-01-13,1.67,30.3,15.33,Yes,3.2
SES-001488,ST-0137,2023-03-17,5.76,15.7,69.15,No,4.7
SES-000927,ST-0165,2023-06-03,33.23,33.2,598.08,No,4.6
SES-000880,ST-0271,2023-01-18,49.1,49.1,1016.33,Yes,3.8
SES-000295,ST-0019,2023-01-13,30.16,30.2,624.36,Yes,4.2
SES-000586,ST-0221,2024-08-12,37.98,38.0,683.62,No,3.6
SES-000027,ST-0211,2024-10-25,38.11,38.1,685.96,No,3.1
SES-000681,ST-0166,2024-10-17,17.36,47.4,239.61,Yes,4.1
SES-001049,ST-0066,2024-08-16,1.67,30.3,13.34,No,4.8
SES-001044,ST-0062,2024-01-02,15.05,41.0,180.56,No,4.3
SES-000136,ST-0112,2024-10-12,103.64,41.5,2280.01,No,3.1
SES-000511,ST-0040,2024-01-18,2.95,53.7,23.61,No,4.4
SES-000211,ST-0166,2023-01-30,416.1735297749,26.8,135.52,Yes,4.5
SES-001109,ST-0113,2023-01-17,47.36,47.4,980.39,Yes,3.8
SES-000354,ST-0185,2024-06-15,107.89,43.2,2729.51,Yes,3.8
SES-000946,ST-0021,2023-06-15,54.75,21.9,1204.6,No,4.0
SES-001251,ST-0031,2024-09-30,28.44,28.4,511.86,No,4.9
SES-000853,ST-0153,2024-12-01,2.08,37.9,16.66,No,3.9
SES-000056,ST-0035,2024-10-27,2.41,43.8,19.28,No,3.2
SES-000464,ST-0197,2024-08-05,47.3,47.3,,No,3.7
SES-001424,ST-0143,2024-11-06,35.22,35.2,,No,3.8
SES-001445,ST-0203,2023-06-20,34.05,34.0,704.82,Yes,4.0
SES-000857,ST-0083,2023-12-08,84.02,33.6,2125.81,Yes,4.4
SES-000217,ST-0084,2023-05-26,1.94,35.2,17.81,Yes,4.3
SES-001441,ST-0227,2023-01-16,28.5,28.5,513.0,No,3.5
SES-000041,ST-0064,2024-03-02,32.34,32.3,669.39,Yes,3.7
SES-000885,ST-0056,2023-08-18,50.67,20.3,1281.97,Yes,5.0
SES-000397,ST-0251,2024-01-31,62.58,25.0,1376.72,No,4.6
SES-001456,ST-0142,2024-08-26,65.51,,1441.18,No,4.7
SES-001057,ST-0229,2024-10-10,13.0,35.5,156.01,No,4.7
SES-001243,ST-0218,2024-10-27,86.76,34.7,2195.01,Yes,3.7
SES-001387,ST-0271,2023-09-14,20.66,20.7,427.64,Yes,3.8
SES-001195,ST-0086,2024-01-22,39.52,39.5,711.42,No,3.7
SES-001399,ST-0030,2024-11-01,6.89,18.8,95.09,Yes,3.4
SES-000179,ST-0246,2023-11-30,79.64,31.9,2015.0,Yes,3.0
SES-000177,ST-0128,2024-05-31,94.23,37.7,2073.05,No,4.0
SES-000741,ST-0257,2024-12-27,40.61,40.6,840.55,Yes,4.1
SES-000508,ST-0199,2023-07-14,100.98,40.4,2554.87,Yes,3.1
SES-000571,ST-0109,2024-05-02,119.34,47.7,2625.42,No,3.6
SES-000921,ST-0041,2023-11-19,,32.9,681.78,Yes,4.0
SES-001325,ST-0286,2023-03-02,28.63,28.6,592.58,Yes,3.7
SES-000301,ST-0169,2024-10-29,119.04,47.6,2618.84,No,3.0
SES-001461,ST-0042,2024-05-20,13.87,37.8,191.34,Yes,3.1
SES-000972,ST-0055,2023-11-24,23.47,23.5,422.48,No,3.9
SES-000640,ST-0248,2024-08-23,2.28,41.4,20.94,Yes,3.7
SES-000564,ST-0240,2024-12-03,3.35,60.9,26.79,No,4.8
SES-001255,ST-0270,2024-06-01,2.75,50.0,22.02,No,4.8
SES-000079,ST-0296,2024-11-03,10.22,27.9,122.65,No,4.9
SES-000519,ST-0178,2023-09-10,2.21,40.2,17.7,No,5.0
SES-000076,ST-0241,2023-07-16,2.57,46.7,23.64,Yes,4.8
SES-000727,ST-0211,2024-05-14,21.16,21.2,380.88,No,4.8
SES-000229,ST-0040,2023-05-24,2.21,40.1,17.64,No,3.2
SES-000819,ST-0242,2023-01-17,50.02,20.0,1265.54,Yes,4.2
SES-001484,ST-0175,2023-04-30,7.36,20.1,88.28,No,3.2
SES-000051,ST-0136,2024-12-07,12.95,35.3,155.45,No,3.9
SES-000030,ST-0151,2024-05-04,38.69,38.7,800.87,Yes,3.1
SES-000634,ST-0003,2023-11-06,35.94,35.9,646.88,No,3.9
SES-000657,ST-0292,2024-07-11,1.52,27.5,12.12,No,3.2
SES-000562,ST-0193,2024-06-27,27.52,27.5,495.28,No,3.8
SES-001358,ST-0270,2024-02-25,3.21,58.4,29.56,Yes,3.1
SES-001008,ST-0201,2024-07-20,3.4,61.8,,No,3.9
SES-001254,ST-0133,2023-07-29,3.3,60.1,30.4,Yes,3.5
SES-001136,ST-0033,2023-01-14,57.42,23.0,1452.81,Yes,4.4
SES-000204,ST-0292,2023-11-24,2.06,37.4,16.48,No,4.9
SES-000445,ST-0147,2023-01-05,3.06,55.6,28.14,Yes,4.5
SES-000372,ST-0060,2024-11-02,1.67,30.3,13.35,No,3.7
SES-000033,ST-0228,2023-02-18,39.97,40.0,827.28,Yes,4.5
SES-001123,ST-0174,2023-11-08,36.12,36.1,747.72,Yes,3.6
SES-001207,ST-0057,2024-06-19,10.39,28.3,124.65,No,4.2
SES-000966,ST-0255,2023-07-24,2.54,46.3,20.36,No,4.4
SES-001064,ST-0118,2023-07-17,17.45,47.6,209.44,No,4.4
SES-000894,ST-0157,2024-04-26,30.47,30.5,548.5,No,3.3
SES-000669,ST-0017,2023-09-19,19.64,53.6,271.0,Yes,4.8
SES-001206,ST-0097,2023-05-31,16.33,44.5,195.98,No,3.8
SES-001230,ST-0213,2024-05-30,28.36,28.4,510.5,No,4.1
SES-000959,ST-0219,2023-04-18,27.33,27.3,565.8,Yes,3.6
SES-000335,ST-0152,2024-01-23,50.82,20.3,1285.7,Yes,3.5
SES-000383,ST-0235,2024-11-05,17.47,47.6,209.59,No,3.4
SES-001087,ST-0162,2023-11-27,68.98,27.6,1745.19,Yes,4.3
SES-001144,ST-0137,2024-02-14,5.65,15.4,78.01,Yes,3.7
SES-000373,ST-0036,2024-06-08,6.84,18.7,82.11,No,3.2
SES-000152,ST-0127,2023-05-14,53.46,21.4,1352.46,Yes,3.8
SES-000960,ST-0263,2024-08-06,19.22,52.4,230.62,No,4.5
SES-000779,ST-0103,2023-05-14,19.59,53.4,235.06,No,3.2
SES-001007,ST-0162,2024-04-14,52.08,20.8,1145.82,No,3.6
SES-000004,ST-0107,2024-08-27,22.21,22.2,399.73,No,4.6
SES-001022,ST-0040,2024-01-19,1.11,20.2,10.25,Yes,4.4
SES-000703,ST-0294,2023-03-31,38.95,38.9,701.04,No,4.0
SES-000643,ST-0227,2024-10-22,32.07,32.1,577.23,No,3.5
SES-000430,ST-0086,2023-01-11,49.1,49.1,883.74,No,4.9
SES-001187,ST-0267,2023-12-08,6.69,18.2,92.33,Yes,4.7
SES-001347,ST-0116,2023-03-20,87.28,34.9,1920.08,No,4.1
SES-001464,ST-0049,2023-11-23,,43.8,2773.42,Yes,3.8
SES-000446,ST-0260,2023-07-26,2.35,42.8,18.81,No,4.0
SES-000855,ST-0243,2023-04-23,42.32,42.3,876.13,Yes,4.3
SES-001449,ST-0003,2023-05-02,48.44,48.4,871.9,No,4.5
SES-000042,ST-0292,2024-04-10,3.89,70.7,35.79,Yes,3.7
SES-000834,ST-0228,2024-10-22,47.12,47.1,975.32,Yes,3.6
SES-000223,ST-0100,2024-05-08,1.96,35.7,18.07,Yes,4.9
SES-000841,ST-0036,2023-01-10,12.81,34.9,153.78,No,3.9
SES-001394,ST-0054,2024-09-16,10.92,29.8,150.68,Yes,4.4
SES-000053,ST-0154,2023-07-15,16.55,45.1,228.38,Yes,3.7
SES-000502,ST-0241,2024-03-13,3.59,65.2,28.68,No,4.4
SES-000114,ST-0056,2023-05-22,,27.5,1514.17,No,4.6
SES-000049,ST-0138,2024-02-19,46.31,18.5,1018.87,No,3.2
SES-000290,ST-0245,2024-09-05,102.57,41.0,2594.95,Yes,4.6
SES-000077,ST-0199,2023-08-26,101.35,40.5,2564.26,Yes,3.8
SES-000207,ST-0143,2024-09-03,24.36,24.4,504.24,Yes,4.7
SES-000378,ST-0200,2023-11-17,82.04,32.8,1804.97,No,4.1
SES-000124,ST-0144,2024-12-18,2.28,41.5,18.25,No,3.8
SES-000974,ST-0001,2024-01-06,74.15,29.7,1876.02,Yes,3.8
SES-001201,ST-0140,2024-08-16,76.7,30.7,,Yes,4.9
SES-001309,ST-0096,2024-05-27,39.94,39.9,718.84,No,5.0
SES-000387,ST-0066,2023-02-02,1.84,33.5,14.76,No,3.0
SES-000226,ST-0224,2024-06-06,48.52,19.4,1067.35,No,4.9
SES-001153,ST-0255,2024-06-04,3.31,60.1,26.45,No,4.5
SES-000633,ST-0018,2023-05-02,19.59,53.4,270.32,Yes,4.7
SES-000776,ST-0203,2024-05-18,49.86,49.9,1032.0,Yes,4.3
SES-000890,ST-0138,2023-06-11,77.24,30.9,1699.17,No,4.9
SES-000900,ST-0132,2023-01-12,27.01,27.0,486.15,No,3.4
SES-000833,ST-0131,2023-03-15,,24.1,1525.85,Yes,3.7
SES-000684,ST-0190,2024-01-22,39.64,39.6,820.64,Yes,4.9
SES-001370,ST-0101,2023-08-18,35.82,35.8,644.81,No,4.0
SES-000618,ST-0300,2023-07-19,15.43,42.1,185.11,No,4.0
SES-000686,ST-0011,2023-11-10,18.0,49.1,248.42,Yes,4.7
SES-000870,ST-0078,2024-01-30,93.79,37.5,2372.95,Yes,4.4
SES-000674,ST-0259,2024-12-14,31.45,31.4,566.05,No,3.5
SES-000750,ST-0128,2023-04-21,103.98,41.6,2630.68,Yes,4.3
SES-001003,ST-0253,2023-05-08,89.99,36.0,1979.69,No,5.0
SES-001073,ST-0151,2024-02-14,37.41,37.4,673.29,No,4.6
SES-000409,ST-0186,2023-01-08,13.87,37.8,191.47,Yes,3.1
SES-000630,ST-0083,2023-07-03,83.01,33.2,1826.19,No,4.0
SES-001279,ST-0288,2023-05-24,18.03,49.2,248.88,Yes,4.4
SES-000647,ST-0241,2024-07-03,3.64,66.3,29.16,No,3.6
SES-000140,ST-0161,2023-09-23,90.09,36.0,1982.08,No,3.6
SES-001119,ST-0151,2023-04-01,46.83,46.8,969.35,Yes,3.5
SES-000914,ST-0270,2024-09-09,1.5,27.3,13.79,Yes,3.1
SES-000166,ST-0263,2023-06-06,11.68,31.9,,Yes,3.1
SES-001138,ST-0131,2023-12-15,69.88,28.0,1537.4,No,4.3
SES-000813,ST-0047,2024-01-13,19.07,52.0,228.79,No,3.6
SES-000215,ST-0154,2024-02-21,16.57,45.2,228.69,Yes,3.5
SES-000132,ST-0185,2023-12-09,52.54,21.0,1329.18,Yes,4.5
SES-000315,ST-0033,2023-01-04,59.67,23.9,1509.58,Yes,4.7
SES-000139,ST-0017,2023-04-24,17.14,46.7,205.68,No,4.7
SES-001192,ST-0204,2023-02-01,44.22,44.2,795.88,No,4.0
SES-000417,ST-0273,2024-11-05,19.63,53.5,235.55,No,3.2
SES-001030,ST-0019,2024-02-07,26.46,26.5,476.36,No,3.1
SES-000039,ST-0179,2024-11-08,19.86,54.2,274.04,Yes,4.6
SES-000054,ST-0095,2024-12-13,14.0,38.2,167.95,No,3.7
SES-000707,ST-0264,2023-10-20,7.19,19.6,99.16,Yes,3.9
SES-000137,ST-0085,2024-07-06,3.57,64.8,32.8,Yes,3.0
SES-001375,ST-0181,2024-08-28,3.2,58.1,25.58,No,3.3
SES-000794,ST-0066,2023-10-08,2.62,47.6,24.06,Yes,4.5
SES-000036,ST-0237,2024-11-07,2.49,45.3,22.9,Yes,4.1
SES-000026,ST-0127,2023-12-16,69.15,27.7,1749.52,Yes,3.0
SES-000658,ST-0029,2024-11-04,18.5,50.4,221.96,No,4.6
SES-000450,ST-0019,2023-03-06,29.82,,536.75,No,3.3
SES-000579,ST-0003,2023-06-24,22.69,22.7,469.71,Yes,4.0
SES-000303,ST-0055,2023-11-13,28.25,28.3,584.81,Yes,3.6
SES-001413,ST-0135,2023-02-15,,40.7,205.85,Yes,4.5
SES-001466,ST-0195,2023-10-12,38.33,38.3,689.85,No,4.1
SES-001328,ST-0288,2024-12-20,18.34,50.0,220.08,No,3.3
SES-001053,ST-0298,2024-01-06,88.59,35.4,1948.9,No,3.3
SES-001185,ST-0039,2024-05-13,34.71,34.7,718.43,Yes,4.0
SES-000778,ST-0042,2024-11-30,18.58,50.7,223.0,No,4.8
SES-001211,ST-0062,2023-10-17,14.27,38.9,196.92,Yes,3.3
SES-000245,ST-0235,2024-01-15,15.18,41.4,209.46,Yes,3.8
SES-000104,ST-0215,2024-12-26,96.43,38.6,2121.47,No,3.6
SES-000277,ST-0120,2023-09-11,70.47,28.2,1550.36,No,3.9
SES-000394,ST-0285,2023-04-17,46.16,18.5,1167.91,Yes,3.1
SES-000111,ST-0185,2024-02-29,113.79,45.5,2879.01,Yes,4.3
SES-000589,ST-0151,2023-08-17,24.75,24.8,445.52,No,3.5
SES-000160,ST-0139,2023-05-13,16.21,44.2,194.49,No,4.6
SES-000971,ST-0039,2024-04-26,39.68,39.7,821.47,Yes,4.1
SES-000748,ST-0078,2024-02-14,101.53,40.6,2568.65,Yes,3.8
SES-001172,ST-0251,2023-12-07,103.86,41.5,2627.56,Yes,3.4
SES-001105,ST-0191,2024-08-12,77.19,30.9,1952.88,Yes,4.9
SES-000661,ST-0212,2024-08-13,55.51,22.2,1221.31,No,3.5
SES-001154,ST-0221,2023-10-07,38.33,38.3,793.41,Yes,4.6
SES-000340,ST-0242,2024-06-04,75.89,30.4,1669.56,No,4.8
SES-000330,ST-0296,2023-11-09,11.57,31.6,138.83,No,4.4
SES-000134,ST-0133,2023-10-18,2.34,42.6,18.75,No,3.2
SES-000638,ST-0147,2023-05-03,1.8,32.8,14.44,No,3.2
SES-000168,ST-0285,2023-01-29,87.37,34.9,2210.46,Yes,4.6
SES-001388,ST-0036,2024-08-05,7.14,19.5,98.53,Yes,4.4
SES-000928,ST-0180,2024-01-27,11.87,32.4,142.48,No,4.8
SES-000861,ST-0227,2023-06-03,37.95,38.0,683.17,No,3.1
SES-001021,ST-0237,2024-10-22,1.57,28.5,12.54,No,3.5
SES-001473,ST-0175,2023-07-31,11.56,31.5,159.48,Yes,3.0
SES-000025,ST-0015,2024-03-12,119.56,47.8,2630.23,No,5.0
SES-000807,ST-0092,2023-02-16,13.38,36.5,184.6,Yes,3.3
SES-001404,ST-0267,2023-02-15,8.99,24.5,107.86,No,4.7
SES-000444,ST-0099,2023-11-12,37.01,37.0,666.22,No,4.5
