Session_ID,Station_ID,Session_Date,Energy_Consumed_kWh,Charging_Duration_Mins,Revenue_INR,Peak_Hour_Flag,User_Rating,Session_Year
SES-000276,ST-0148,25-01-2023,13.22,36,159,No,3.1,2023
SES-000889,ST-0289,17-03-2023,13.41,36.6,677.15,No,4,2023
SES-000413,ST-0113,22-10-2023,46.06,46.1,829,No,3.9,2023
SES-000476,ST-0206,31-10-2023,14.93,40.7,179,No,3.1,2023
SES-000642,ST-0190,07-04-2023,37.46,37.5,674,No,3.7,2023
SES-000603,ST-0005,30-05-2023,14.61,39.8,175,No,4.8,2023
SES-001181,ST-0013,21-06-2023,43.54,17.4,958,No,4.1,2023
SES-000881,ST-0271,17-05-2023,24.69,24.7,444,No,4.4,2023
SES-000112,ST-0136,09-09-2023,18.42,50.2,221,No,3.5,2023
SES-001182,ST-0005,13-04-2023,34.51,19,83,No,5,2023
SES-001069,ST-0232,10-05-2023,15.4,42,185,No,4.4,2023
SES-000131,ST-0060,05-11-2023,1.6,29.2,13,No,3.6,2023
SES-000887,ST-0202,27-01-2023,9.28,25.3,111,No,3.2,2023
SES-000073,ST-0225,30-04-2023,6.82,18.6,82,No,3.9,2023
SES-000516,ST-0118,23-12-2023,17.23,47,207,No,4.3,2023
SES-000209,ST-0178,03-10-2023,2.83,51.5,23,No,4.3,2023
SES-001302,ST-0257,16-07-2023,26.93,26.9,485,No,4.2,2023
SES-001060,ST-0214,02-02-2023,5.67,15.5,68,No,3.3,2023
SES-000883,ST-0136,23-05-2023,11.33,30.9,136,No,3.1,2023
SES-000341,ST-0169,03-08-2023,44.27,17.7,974,No,4.7,2023
SES-001429,ST-0102,29-04-2023,18.55,50.6,223,No,3.2,2023
SES-000037,ST-0299,30-12-2023,3.47,63,28,No,4.4,2023
SES-000043,ST-0126,29-09-2023,6.91,18.9,83,No,3.3,2023
SES-000932,ST-0127,26-08-2023,41.76,16.7,919,No,3.1,2023
SES-000879,ST-0045,29-08-2023,50.11,20,1102,No,4,2023
SES-000708,ST-0196,11-01-2023,2.94,53.5,24,No,4.9,2023
SES-001488,ST-0137,17-03-2023,5.76,15.7,69,No,4.7,2023
SES-000927,ST-0165,03-06-2023,33.23,33.2,598,No,4.6,2023
SES-000946,ST-0021,15-06-2023,54.75,21.9,1205,No,4,2023
SES-001441,ST-0227,16-01-2023,28.5,28.5,513,No,3.5,2023
SES-000972,ST-0055,24-11-2023,23.47,23.5,422,No,3.9,2023
SES-000519,ST-0178,10-09-2023,2.21,40.2,18,No,5,2023
SES-000229,ST-0040,24-05-2023,2.21,40.1,18,No,3.2,2023
SES-001484,ST-0175,30-04-2023,7.36,20.1,88,No,3.2,2023
SES-000634,ST-0003,06-11-2023,35.94,35.9,647,No,3.9,2023
SES-000204,ST-0292,24-11-2023,2.06,37.4,16,No,4.9,2023
SES-000966,ST-0255,24-07-2023,2.54,46.3,20,No,4.4,2023
SES-001064,ST-0118,17-07-2023,17.45,47.6,209,No,4.4,2023
SES-001206,ST-0097,31-05-2023,16.33,44.5,196,No,3.8,2023
SES-000779,ST-0103,14-05-2023,19.59,53.4,235,No,3.2,2023
SES-000703,ST-0294,31-03-2023,38.95,38.9,701,No,4,2023
SES-000430,ST-0086,11-01-2023,49.1,49.1,884,No,4.9,2023
SES-001347,ST-0116,20-03-2023,87.28,34.9,1920,No,4.1,2023
SES-000446,ST-0260,26-07-2023,2.35,42.8,19,No,4,2023
SES-001449,ST-0003,02-05-2023,48.44,48.4,872,No,4.5,2023
SES-000841,ST-0036,10-01-2023,12.81,34.9,154,No,3.9,2023
SES-000114,ST-0056,22-05-2023,34.51,27.5,1514,No,4.6,2023
SES-000378,ST-0200,17-11-2023,82.04,32.8,1805,No,4.1,2023
SES-000387,ST-0066,02-02-2023,1.84,33.5,15,No,3,2023
SES-000890,ST-0138,11-06-2023,77.24,30.9,1699,No,4.9,2023
SES-000900,ST-0132,12-01-2023,27.01,27,486,No,3.4,2023
SES-001370,ST-0101,18-08-2023,35.82,35.8,645,No,4,2023
SES-000618,ST-0300,19-07-2023,15.43,42.1,185,No,4,2023
SES-001003,ST-0253,08-05-2023,89.99,36,1980,No,5,2023
SES-000630,ST-0083,03-07-2023,83.01,33.2,1826,No,4,2023
SES-000140,ST-0161,23-09-2023,90.09,36,1982,No,3.6,2023
SES-001138,ST-0131,15-12-2023,69.88,28,1537,No,4.3,2023
SES-000139,ST-0017,24-04-2023,17.14,46.7,206,No,4.7,2023
SES-001192,ST-0204,01-02-2023,44.22,44.2,796,No,4,2023
SES-000450,ST-0019,06-03-2023,29.82,35.83,537,No,3.3,2023
SES-001466,ST-0195,12-10-2023,38.33,38.3,690,No,4.1,2023
SES-000277,ST-0120,11-09-2023,70.47,28.2,1550,No,3.9,2023
SES-000589,ST-0151,17-08-2023,24.75,24.8,446,No,3.5,2023
SES-000160,ST-0139,13-05-2023,16.21,44.2,194,No,4.6,2023
SES-000330,ST-0296,09-11-2023,11.57,31.6,139,No,4.4,2023
SES-000134,ST-0133,18-10-2023,2.34,42.6,19,No,3.2,2023
SES-000638,ST-0147,03-05-2023,1.8,32.8,14,No,3.2,2023
SES-000861,ST-0227,03-06-2023,37.95,38,683,No,3.1,2023
SES-001404,ST-0267,15-02-2023,8.99,24.5,108,No,4.7,2023
SES-000444,ST-0099,12-11-2023,37.01,37,666,No,4.5,2023
SES-000151,ST-0220,25-03-2023,9.26,25.3,111,No,3.6,2023
SES-000218,ST-0187,22-06-2023,2.9,52.7,23,No,4,2023
SES-000382,ST-0076,09-11-2023,19.07,52,229,No,4.7,2023
SES-000781,ST-0081,01-09-2023,55.92,22.4,1230,No,4.5,2023
SES-001427,ST-0146,03-12-2023,18.48,50.4,222,No,3.4,2023
SES-000865,ST-0298,02-06-2023,83.21,33.3,1831,No,4,2023
SES-000713,ST-0220,20-12-2023,7.92,21.6,95,No,3.5,2023
SES-000101,ST-0099,12-02-2023,45.53,35.83,820,No,4.9,2023
SES-000490,ST-0204,09-05-2023,43.36,43.4,781,No,4.4,2023
SES-000055,ST-0131,03-08-2023,100.01,40,2200,No,4.7,2023
SES-000767,ST-0001,10-11-2023,118.73,47.5,2612,No,3.4,2023
SES-000538,ST-0043,24-06-2023,94.55,37.8,2080,No,4.1,2023
SES-001184,ST-0254,26-12-2023,33.86,33.9,610,No,4.1,2023
SES-001257,ST-0106,08-07-2023,99.61,39.8,2191,No,4.1,2023
SES-000816,ST-0223,29-10-2023,40.92,40.9,736,No,4.9,2023
SES-000374,ST-0157,22-08-2023,25.64,25.6,462,No,4.6,2023
SES-001412,ST-0187,29-10-2023,1.73,31.4,14,No,4,2023
SES-000627,ST-0099,01-06-2023,38.76,38.8,698,No,4.1,2023
SES-001356,ST-0068,01-10-2023,3.53,64.2,28,No,4.9,2023
SES-000192,ST-0190,09-09-2023,28.24,28.2,508,No,4.7,2023
SES-001180,ST-0214,25-10-2023,9.45,25.8,113,No,3.9,2023
SES-000837,ST-0165,22-01-2023,39.95,40,719,No,4.4,2023
SES-001247,ST-0169,24-02-2023,50.79,20.3,1117,No,3.5,2023
SES-001017,ST-0263,05-08-2023,14.38,39.2,173,No,3.8,2023
SES-000570,ST-0159,25-03-2023,41.57,35.83,915,No,4.5,2023
SES-000934,ST-0204,14-06-2023,43.26,43.3,779,No,4.9,2023
SES-000534,ST-0255,07-01-2023,1.44,35.83,12,No,4.9,2023
SES-000197,ST-0180,21-11-2023,10.29,28.1,124,No,3.2,2023
SES-000775,ST-0242,14-04-2023,92.28,36.9,2030,No,4.3,2023
SES-000592,ST-0131,29-04-2023,59.79,23.9,1315,No,3.8,2023
SES-000937,ST-0246,14-12-2023,67.23,26.9,1479,No,4.2,2023
SES-001042,ST-0034,22-03-2023,13.18,35.9,158,No,3.2,2023
SES-000148,ST-0133,18-04-2023,3.2,58.2,26,No,4.6,2023
SES-000911,ST-0060,18-06-2023,3.67,66.8,29,No,3.6,2023
SES-000896,ST-0106,12-12-2023,43.19,17.3,950,No,5,2023
SES-000107,ST-0120,06-05-2023,76.14,30.5,1675,No,4.9,2023
SES-001005,ST-0237,27-12-2023,3.95,71.8,32,No,3.5,2023
SES-000555,ST-0139,12-12-2023,8.03,21.9,96,No,4.1,2023
SES-001476,ST-0256,19-07-2023,17.32,47.2,208,No,3.9,2023
SES-001006,ST-0059,10-12-2023,3.1,56.3,25,No,4.1,2023
SES-000270,ST-0122,06-01-2023,53.47,21.4,1176,No,4.5,2023
SES-001336,ST-0241,27-01-2023,1.08,19.6,9,No,3.9,2023
SES-000099,ST-0186,24-04-2023,12.8,34.9,677.15,No,3.9,2023
SES-000818,ST-0293,13-08-2023,3.46,62.9,28,No,3.1,2023
SES-000975,ST-0203,07-08-2023,40.98,41,738,No,3.9,2023
SES-000246,ST-0019,15-08-2023,44.15,44.2,795,No,3.5,2023
SES-000907,ST-0224,27-02-2023,67.99,27.2,1496,No,4.5,2023
SES-000792,ST-0092,11-03-2023,15.85,43.2,190,No,4.7,2023
SES-001023,ST-0007,02-10-2023,21.85,21.8,393,No,3.8,2023
SES-000190,ST-0253,04-05-2023,118.69,47.5,2611,No,3.8,2023
SES-000145,ST-0212,28-08-2023,56.42,22.6,1241,No,3.6,2023
SES-000829,ST-0065,30-06-2023,3.94,71.6,32,No,4.5,2023
SES-000699,ST-0150,07-07-2023,105.72,42.3,2326,No,3.2,2023
SES-001401,ST-0269,12-02-2023,1.62,29.4,13,No,4.2,2023
SES-000532,ST-0177,19-12-2023,78.18,31.3,1720,No,4.6,2023
SES-001474,ST-0103,22-06-2023,19.43,53,233,No,3,2023
SES-001152,ST-0272,04-06-2023,26.84,26.8,483,No,4.4,2023
SES-001058,ST-0126,04-07-2023,9.74,26.6,117,No,4.2,2023
SES-000363,ST-0039,11-10-2023,30.84,30.8,555,No,3.3,2023
SES-000338,ST-0131,29-10-2023,118.47,47.4,2606,No,3.7,2023
SES-000754,ST-0201,09-01-2023,1.63,29.5,13,No,4.1,2023
SES-000254,ST-0299,24-06-2023,1.52,27.6,12,No,3.3,2023
SES-000859,ST-0210,02-07-2023,28.03,28,504,No,3.7,2023
SES-000990,ST-0023,28-11-2023,73.12,29.2,1609,No,3.6,2023
SES-000275,ST-0252,10-04-2023,75.5,30.2,1661,No,4.6,2023
SES-001354,ST-0045,06-11-2023,105.32,42.1,2317,No,4.5,2023
SES-000391,ST-0104,07-03-2023,484.56,34.1,150,No,3.9,2023
SES-000141,ST-0249,18-02-2023,3.91,71,31,No,3.8,2023
SES-000262,ST-0125,03-01-2023,40.28,40.3,725,No,3.2,2023
SES-000899,ST-0161,02-02-2023,96.67,38.7,2127,No,3.2,2023
SES-000719,ST-0050,22-02-2023,17.36,47.3,208,No,4.3,2023
SES-001061,ST-0092,22-12-2023,7.97,21.7,96,No,4.5,2023
SES-000936,ST-0051,16-12-2023,79.39,31.8,1747,No,3.4,2023
SES-000755,ST-0257,16-10-2023,31.66,31.7,570,No,4,2023
SES-000150,ST-0136,31-05-2023,14.2,35.83,170,No,3,2023
SES-000535,ST-0021,02-01-2023,53.23,21.3,1171,No,4.9,2023
SES-001338,ST-0014,23-02-2023,8.68,23.7,104,No,4.2,2023
SES-001160,ST-0030,24-04-2023,9.55,26.1,115,No,4.8,2023
SES-001397,ST-0207,11-05-2023,19.77,53.9,237,No,3.8,2023
SES-001377,ST-0257,28-02-2023,26.69,26.7,480,No,3.2,2023
SES-000089,ST-0286,12-06-2023,46.03,46,829,No,3.1,2023
SES-001033,ST-0226,27-06-2023,2.17,39.5,17,No,3.5,2023
SES-001489,ST-0244,09-02-2023,6.68,18.2,80,No,3.3,2023
SES-000212,ST-0166,20-01-2023,9.25,25.2,111,No,3.4,2023
SES-000704,ST-0294,17-11-2023,48.22,48.2,868,No,4.4,2023
SES-001452,ST-0268,30-12-2023,38.62,38.6,695,No,4,2023
SES-001350,ST-0068,13-05-2023,1.21,21.9,10,No,4.6,2023
SES-000479,ST-0147,03-12-2023,2.9,52.8,23,No,4.7,2023
SES-000842,ST-0289,13-12-2023,12.74,34.8,153,No,4.4,2023
SES-000563,ST-0242,12-09-2023,68.83,27.5,1514,No,5,2023
SES-000605,ST-0253,07-05-2023,42.53,17,936,No,4,2023
SES-001270,ST-0238,12-01-2023,15.43,42.1,185,No,5,2023
SES-000188,ST-0059,24-02-2023,3.08,56,25,No,3.3,2023
SES-001012,ST-0012,17-04-2023,1.42,25.9,11,No,3.5,2023
SES-000671,ST-0159,18-09-2023,51.23,20.5,1127,No,3.7,2023
SES-000715,ST-0081,13-02-2023,73.49,29.4,1617,No,4.7,2023
SES-001351,ST-0255,06-05-2023,2.15,39.1,17,No,3.3,2023
SES-000044,ST-0200,11-07-2023,112.61,45,2478,No,3.6,2023
SES-001460,ST-0248,14-10-2023,2.95,35.83,24,No,4.1,2023
SES-000610,ST-0194,04-08-2023,29.65,29.6,534,No,3.2,2023
SES-001150,ST-0032,29-09-2023,1.98,36,16,No,3.4,2023
SES-001086,ST-0032,31-01-2023,2.93,53.2,23,No,4.5,2023
SES-000082,ST-0136,15-06-2023,13.12,35.8,157,No,3.9,2023
SES-000325,ST-0181,14-12-2023,3.58,65.1,29,No,4.4,2023
SES-000020,ST-0128,09-04-2023,50.87,20.3,677.15,No,3.5,2023
SES-000759,ST-0181,11-09-2023,34.51,42.4,19,No,3.1,2023
SES-000809,ST-0005,12-10-2023,13.24,36.1,159,No,4.3,2023
SES-000801,ST-0144,31-07-2023,1.22,22.2,10,No,4.5,2023
SES-000097,ST-0050,17-04-2023,13.08,35.7,677.15,No,3.7,2023
SES-000447,ST-0116,02-09-2023,75.2,30.1,1654,No,3.8,2023
SES-000475,ST-0080,03-03-2023,78.14,31.3,1719,No,4.8,2023
SES-001465,ST-0282,12-02-2023,2.97,54,24,No,3.2,2023
SES-001296,ST-0135,25-11-2023,17.9,48.8,215,No,3.4,2023
SES-000943,ST-0202,13-11-2023,34.51,18.1,80,No,3.1,2023
SES-000133,ST-0226,10-05-2023,2.8,50.9,22,No,3.7,2023
SES-001075,ST-0242,16-04-2023,68.12,27.2,1499,No,3.4,2023
SES-000451,ST-0045,09-04-2023,107.55,43,2366,No,4.7,2023
SES-000122,ST-0105,01-03-2023,20.13,20.1,362,No,3.8,2023
SES-001376,ST-0172,16-12-2023,1.91,34.7,15,No,3.5,2023
SES-000360,ST-0282,29-09-2023,3.9,70.8,31,No,4.4,2023
SES-000052,ST-0040,31-03-2023,1.96,35.6,16,No,5,2023
SES-000876,ST-0122,24-08-2023,90.42,36.2,1989,No,3.9,2023
SES-000125,ST-0196,18-11-2023,3.4,61.8,27,No,4.9,2023
SES-000405,ST-0024,14-11-2023,21.8,21.8,392,No,4.9,2023
SES-000731,ST-0144,14-04-2023,2.34,42.6,19,No,3.3,2023
SES-001312,ST-0228,14-03-2023,29.57,29.6,532,No,3.6,2023
SES-000726,ST-0050,06-02-2023,34.51,23.7,104,No,3.9,2023
SES-000361,ST-0275,26-03-2023,35.42,35.4,638,No,3.7,2023
SES-000494,ST-0115,08-09-2023,33.4,33.4,601,No,3.2,2023
SES-000827,ST-0240,05-05-2024,3.45,62.7,32,Yes,3.9,2024
SES-001056,ST-0298,05-03-2024,51.65,20.7,1307,Yes,3.7,2024
SES-001284,ST-0053,15-12-2024,18.94,51.6,261,Yes,4.9,2024
SES-000368,ST-0190,10-09-2024,36.4,36.4,754,Yes,3.7,2024
SES-001145,ST-0131,09-03-2024,34.51,18.9,677.15,Yes,4.2,2024
SES-001130,ST-0081,04-05-2024,90.26,36.1,2284,Yes,3.9,2024
SES-000146,ST-0250,13-11-2024,45.41,45.4,940,Yes,3.6,2024
SES-001019,ST-0028,25-04-2024,2.36,43,22,Yes,4.1,2024
SES-001462,ST-0200,14-06-2024,64.03,25.6,1620,Yes,4.6,2024
SES-000386,ST-0089,24-08-2024,2.38,43.2,22,Yes,4.2,2024
SES-001343,ST-0267,23-03-2024,9.4,25.6,130,Yes,4,2024
SES-000989,ST-0156,14-11-2024,9.02,24.6,124,Yes,4.9,2024
SES-000668,ST-0265,29-09-2024,76.49,30.6,1935,Yes,4.1,2024
SES-001015,ST-0034,30-03-2024,19.16,52.3,264,Yes,5,2024
SES-001493,ST-0235,23-08-2024,5.59,15.3,77,Yes,3.3,2024
SES-001028,ST-0108,08-08-2024,2.54,46.1,23,Yes,4.8,2024
SES-000488,ST-0031,18-05-2024,44.14,44.1,914,Yes,3.2,2024
SES-000059,ST-0211,08-03-2024,34.55,34.6,715,Yes,4.7,2024
SES-001102,ST-0056,08-04-2024,83.71,33.5,2118,Yes,3.2,2024
SES-000782,ST-0046,29-01-2024,13.69,37.3,189,Yes,4.8,2024
SES-001089,ST-0068,03-11-2024,1.34,24.4,12,Yes,4.4,2024
SES-000569,ST-0147,11-05-2024,3,54.5,28,Yes,3.8,2024
SES-000480,ST-0142,21-10-2024,43.98,17.6,1113,Yes,3.7,2024
SES-000926,ST-0042,30-05-2024,17.69,48.2,244,Yes,4.1,2024
SES-000227,ST-0300,30-06-2024,5.9,16.1,81,Yes,4.6,2024
SES-000102,ST-0249,07-10-2024,3.17,57.6,29,Yes,4,2024
SES-001446,ST-0268,26-06-2024,27.08,27.1,561,Yes,3.7,2024
SES-000306,ST-0055,03-06-2024,20.31,20.3,420,Yes,3.8,2024
SES-001041,ST-0194,25-12-2024,25.7,25.7,532,Yes,3.1,2024
SES-000287,ST-0273,24-11-2024,16.14,44,223,Yes,3.8,2024
SES-001157,ST-0086,17-02-2024,22.83,22.8,473,Yes,3,2024
SES-000473,ST-0036,23-09-2024,8.12,22.2,112,Yes,3.1,2024
SES-000924,ST-0084,05-02-2024,3.07,55.8,28,Yes,3.8,2024
SES-000736,ST-0167,09-02-2024,115.24,46.1,2916,Yes,3.7,2024
SES-001478,ST-0037,07-08-2024,35.76,35.8,740,Yes,3.1,2024
SES-000814,ST-0192,23-12-2024,3.58,65.1,33,Yes,3.8,2024
SES-000910,ST-0138,19-10-2024,81.06,32.4,2051,Yes,3.9,2024
SES-000018,ST-0194,17-05-2024,20.99,21,435,Yes,3.2,2024
SES-000787,ST-0079,30-04-2024,48.08,48.1,995,Yes,4.1,2024
SES-000843,ST-0185,06-05-2024,48.68,19.5,1232,Yes,4,2024
SES-000795,ST-0024,02-08-2024,34.51,47.8,989,Yes,4.2,2024
SES-001227,ST-0185,05-10-2024,95.1,38,2406,Yes,4.8,2024
SES-000331,ST-0082,17-01-2024,19.47,53.1,269,Yes,3,2024
SES-001124,ST-0275,05-12-2024,31.43,31.4,651,Yes,4,2024
SES-000789,ST-0210,04-03-2024,34.78,34.8,720,Yes,3.4,2024
SES-001091,ST-0107,05-12-2024,34.51,31.2,646,Yes,4,2024
SES-000536,ST-0042,14-12-2024,17.97,49,248,Yes,3,2024
SES-001032,ST-0201,13-10-2024,2.94,53.4,27,Yes,3.4,2024
SES-001024,ST-0222,29-02-2024,57.53,23,1455,Yes,4,2024
SES-000269,ST-0260,06-03-2024,3.66,66.6,34,Yes,3.9,2024
SES-001314,ST-0292,25-05-2024,2.12,38.5,20,Yes,4.7,2024
SES-000071,ST-0081,13-08-2024,80.96,32.4,2048,Yes,3.3,2024
SES-001149,ST-0015,02-05-2024,106.35,42.5,2691,Yes,3.1,2024
SES-000497,ST-0119,07-05-2024,3.54,64.4,33,Yes,4.6,2024
SES-000737,ST-0187,14-03-2024,2.59,47.1,24,Yes,3.7,2024
SES-000756,ST-0139,15-03-2024,18.14,49.5,250,Yes,4.6,2024
SES-001400,ST-0236,02-06-2024,46.19,46.2,956,Yes,3.6,2024
SES-000286,ST-0213,17-09-2024,47.07,47.1,974,Yes,3.8,2024
SES-000774,ST-0231,28-04-2024,27.59,27.6,571,Yes,3.8,2024
SES-000509,ST-0090,27-05-2024,6.43,17.5,89,Yes,4.8,2024
SES-000585,ST-0243,09-12-2024,41.69,41.7,863,Yes,3.2,2024
SES-000947,ST-0287,08-01-2024,11.83,32.3,163,Yes,3.1,2024
SES-000201,ST-0194,22-02-2024,27.91,27.9,578,Yes,3.7,2024
SES-001155,ST-0037,26-10-2024,39.58,39.6,819,Yes,3.4,2024
SES-000478,ST-0236,04-09-2024,33.22,33.2,688,Yes,4.5,2024
SES-000336,ST-0187,15-03-2024,1.57,28.6,14,Yes,3.8,2024
SES-000068,ST-0263,14-02-2024,9.67,26.4,133,Yes,4,2024
SES-001366,ST-0010,29-01-2024,13.3,36.3,184,Yes,4.8,2024
SES-000802,ST-0065,08-08-2024,1.8,32.7,17,Yes,4.9,2024
SES-000735,ST-0031,03-11-2024,36.68,36.7,759,Yes,3.5,2024
SES-000506,ST-0062,29-07-2024,12,32.7,166,Yes,3.7,2024
SES-001333,ST-0270,03-06-2024,3.48,63.2,32,Yes,4.9,2024
SES-000673,ST-0197,06-10-2024,41.22,41.2,853,Yes,3.5,2024
SES-000216,ST-0098,13-10-2024,3,54.6,28,Yes,4,2024
SES-000746,ST-0091,15-05-2024,7.14,19.5,99,Yes,4.1,2024
SES-001313,ST-0299,13-06-2024,2.9,52.7,27,Yes,3.8,2024
SES-000930,ST-0263,29-11-2024,15.81,43.1,218,Yes,4.4,2024
SES-000652,ST-0227,02-04-2024,37.09,37.1,768,Yes,3.9,2024
SES-001271,ST-0073,22-10-2024,47.02,47,973,Yes,4.5,2024
SES-000991,ST-0108,14-04-2024,3.85,70,35,Yes,4.4,2024
SES-001189,ST-0041,03-12-2024,26.14,26.1,541,Yes,4.1,2024
SES-000233,ST-0254,09-11-2024,40.19,40.2,832,Yes,4.6,2024
SES-000615,ST-0149,25-11-2024,67.43,27,1706,Yes,3.4,2024
SES-001345,ST-0293,03-07-2024,3.85,70,35,Yes,4.8,2024
SES-000931,ST-0211,02-10-2024,22.76,22.8,471,Yes,4.6,2024
SES-001171,ST-0145,28-11-2024,48.16,48.2,997,Yes,4.5,2024
SES-001219,ST-0263,29-04-2024,9.28,25.3,128,Yes,3.4,2024
SES-000266,ST-0190,14-06-2024,22.8,22.8,472,Yes,4,2024
SES-001264,ST-0039,06-05-2024,38.66,38.7,800,Yes,4.6,2024
SES-000302,ST-0265,08-07-2024,112.92,45.2,677.15,Yes,5,2024
SES-000029,ST-0239,24-04-2024,11.13,30.4,154,Yes,4.6,2024
SES-001321,ST-0084,25-09-2024,3.1,56.4,677.15,Yes,4.8,2024
SES-000678,ST-0001,10-09-2024,87.72,35.1,2219,Yes,3.5,2024
SES-001487,ST-0120,07-10-2024,56.59,22.6,1432,Yes,4.9,2024
SES-000380,ST-0225,05-04-2024,7.27,19.8,100,Yes,4.8,2024
SES-000352,ST-0096,19-01-2024,34.09,34.1,706,Yes,3.3,2024
SES-000762,ST-0227,28-08-2024,40.62,40.6,841,Yes,3.4,2024
SES-000591,ST-0095,29-08-2024,5.72,15.6,79,Yes,4.7,2024
SES-000214,ST-0165,22-07-2024,48.45,48.4,1003,Yes,5,2024
SES-000078,ST-0249,02-12-2024,1.05,19.1,10,Yes,4.3,2024
SES-000001,ST-0298,25-05-2024,112.93,45.2,2857,Yes,4,2024
SES-000440,ST-0038,02-01-2024,36.82,36.8,762,Yes,4.4,2024
SES-000646,ST-0089,18-12-2024,2.2,40,20,Yes,4.1,2024
SES-000544,ST-0019,23-02-2024,41.45,41.5,858,Yes,4.1,2024
SES-000491,ST-0176,16-07-2024,104.26,41.7,2638,Yes,3.4,2024
SES-000785,ST-0152,01-04-2024,109.9,44,2780,Yes,4.6,2024
SES-001491,ST-0133,25-07-2024,2.71,49.3,25,Yes,3.7,2024
SES-001225,ST-0026,02-03-2024,2.09,38,19,Yes,4.6,2024
SES-001490,ST-0273,23-12-2024,9.56,26.1,132,Yes,4.9,2024
SES-000328,ST-0165,24-11-2024,37.71,37.7,781,Yes,4.8,2024
SES-000487,ST-0133,28-03-2024,2.89,52.6,27,Yes,4.7,2024
SES-000523,ST-0005,08-09-2024,18.2,49.6,251,Yes,3.9,2024
SES-001029,ST-0203,05-02-2024,27.39,27.4,567,Yes,4.4,2024
SES-000087,ST-0285,24-07-2024,49.86,19.9,1262,Yes,4,2024
SES-000165,ST-0174,08-08-2024,22.69,22.7,470,Yes,4.7,2024
SES-001307,ST-0200,19-10-2024,106.13,42.5,2685,Yes,3.6,2024
SES-000556,ST-0201,29-11-2024,2.2,40.1,20,Yes,4.6,2024
SES-000109,ST-0031,30-04-2024,30.09,30.1,623,Yes,4,2024
SES-000376,ST-0071,24-08-2024,64.45,25.8,1630,Yes,4,2024
SES-000691,ST-0227,25-11-2024,33.02,33,683,Yes,3.2,2024
SES-001276,ST-0195,24-12-2024,32.44,32.4,672,Yes,3.7,2024
SES-000135,ST-0070,19-07-2024,13.32,36.3,184,Yes,4.2,2024
SES-001269,ST-0005,13-04-2024,13.43,36.6,185,Yes,3.1,2024
SES-000252,ST-0195,15-10-2024,32.23,35.83,667,Yes,4.3,2024
SES-000063,ST-0080,06-08-2024,42.57,17,1077,Yes,4.2,2024
SES-000442,ST-0122,14-12-2024,48.15,19.3,1218,Yes,3.8,2024
SES-000522,ST-0005,11-04-2024,9.92,27.1,137,Yes,3,2024
SES-000474,ST-0011,14-03-2024,11.02,30.1,152,Yes,4.9,2024
SES-001411,ST-0136,22-02-2024,10.59,28.9,146,Yes,3.3,2024
SES-000251,ST-0277,21-12-2024,13.2,36,182,Yes,4.9,2024
SES-000835,ST-0018,23-06-2024,12.77,34.8,176,Yes,3.5,2024
SES-001381,ST-0291,26-01-2024,1.13,20.6,10,Yes,3.4,2024
SES-000547,ST-0054,22-01-2024,5.95,16.2,82,Yes,3.6,2024
SES-001223,ST-0112,22-03-2024,111.94,44.8,2832,Yes,4.5,2024
SES-000849,ST-0034,07-06-2024,19.23,52.5,265,Yes,4.5,2024
SES-000871,ST-0267,10-03-2024,9.96,27.2,137,Yes,3,2024
SES-000210,ST-0141,20-07-2024,17.48,47.7,241,Yes,3.5,2024
SES-001431,ST-0271,27-07-2024,40.83,40.8,845,Yes,3.8,2024
SES-000949,ST-0069,29-04-2024,3.66,66.5,34,Yes,3.5,2024
SES-000799,ST-0275,05-06-2024,49.84,49.8,1032,Yes,3.9,2024
SES-000769,ST-0061,13-03-2024,5.81,15.8,80,Yes,4.8,2024
SES-000984,ST-0115,05-03-2024,22,22,455,Yes,3.6,2024
SES-001385,ST-0059,07-08-2024,3.34,60.7,31,Yes,4.2,2024
SES-000428,ST-0130,16-10-2024,14.51,39.6,200,Yes,3.2,2024
SES-000846,ST-0080,09-12-2024,99.57,39.8,2519,Yes,3,2024
SES-001497,ST-0300,12-10-2024,15.2,41.5,210,Yes,4.9,2024
SES-000343,ST-0258,02-02-2024,94.04,37.6,2379,Yes,3.2,2024
SES-000840,ST-0259,04-10-2024,28.19,28.2,584,Yes,3.3,2024
SES-001319,ST-0043,12-08-2024,58.49,23.4,1480,Yes,4.8,2024
SES-000014,ST-0282,13-02-2024,3.46,62.9,32,Yes,4,2024
SES-000484,ST-0256,11-11-2024,16.29,44.4,225,Yes,4.8,2024
SES-000345,ST-0211,30-12-2024,33.39,33.4,691,Yes,3.2,2024
SES-001324,ST-0135,07-03-2024,5.62,15.3,78,Yes,4.9,2024
SES-001063,ST-0039,18-06-2024,27.96,28,579,Yes,3.1,2024
SES-000515,ST-0283,22-03-2024,43.27,17.3,1095,Yes,3.2,2024
SES-001229,ST-0151,23-06-2024,38.13,38.1,789,Yes,3.6,2024
SES-000448,ST-0026,07-03-2024,3.31,60.3,30,Yes,4.8,2024
SES-000577,ST-0020,01-04-2024,45.26,45.3,937,Yes,3.1,2024
SES-000566,ST-0131,15-10-2024,58.86,23.5,1489,Yes,3.7,2024
SES-000645,ST-0012,31-12-2024,2.94,35.83,27,Yes,4.2,2024
SES-000812,ST-0212,26-10-2024,79.6,31.8,2014,Yes,4.6,2024
